	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
120.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121	52.8501037508	51.4696519375	54.1019968987	52.0361756682	53.5488373637	27.2189026624	25.8969070911	29.0322978497	26.2678012848	27.6765398979	12.740661934	11.0188679695	15.3173618317	11.6252015829	13.354716599	9.691641875	8.7314	10.3839	9.1598125	10.281325	
124.75	54.101997	-	-	-	-	29.032298	-	-	-	-	14.344754	-	-	-	-	9.91958	-	-	-	-	
128.5	54.029161	-	-	-	-	28.533301	-	-	-	-	15.317362	-	-	-	-	9.44275	-	-	-	-	
132.25	52.964959	-	-	-	-	27.628338	-	-	-	-	12.970519	-	-	-	-	9.0655	-	-	-	-	
136.0	53.298527	-	-	-	-	27.692607	-	-	-	-	12.681507	-	-	-	-	9.81138	-	-	-	-	
139.75	52.618612	-	-	-	-	27.161477	-	-	-	-	14.130873	-	-	-	-	9.60091	-	-	-	-	
143.5	52.936085	-	-	-	-	27.515045	-	-	-	-	12.943572	-	-	-	-	10.3335	-	-	-	-	
147.25	52.891783	-	-	-	-	27.308362	-	-	-	-	13.44725	-	-	-	-	8.7314	-	-	-	-	
151.0	51.469652	-	-	-	-	26.181781	-	-	-	-	11.363048	-	-	-	-	8.8419	-	-	-	-	
154.75	51.80035	-	-	-	-	26.258338	-	-	-	-	11.602254	-	-	-	-	10.3169	-	-	-	-	
158.5	53.168352	-	-	-	-	27.273348	-	-	-	-	12.874512	-	-	-	-	10.1746	-	-	-	-	
162.25	51.849111	-	-	-	-	26.109039	-	-	-	-	11.350687	-	-	-	-	9.71444	-	-	-	-	
166.0	52.386329	-	-	-	-	25.896907	-	-	-	-	11.018868	-	-	-	-	10.3839	-	-	-	-	
169.75	52.609069	-	-	-	-	27.234835	-	-	-	-	12.311711	-	-	-	-	9.55226	-	-	-	-	
173.5	53.632274	-	-	-	-	27.544	-	-	-	-	12.722514	-	-	-	-	10.3547	-	-	-	-	
177.25	51.919458	-	-	-	-	26.296191	-	-	-	-	11.694044	-	-	-	-	8.88194	-	-	-	-	
181.0	53.925941	-	-	-	-	27.836575	-	-	-	-	13.077116	-	-	-	-	9.94061	-	-	-	-	
255.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
256	24.5828998387	23.2495939732	29.321518898	23.3534138799	25.2694923282	11.147569567	10.9870200157	11.4750540257	11.0511208177	11.236385107	4.19183160365	3.96679592133	4.78441977501	3.97494411469	4.2880345583	4.076123125	3.65707	4.38549	3.8626525	4.2804025	
264.0	29.321519	-	-	-	-	11.254229	-	-	-	-	4.225416	-	-	-	-	4.12763	-	-	-	-	
272.0	24.61899	-	-	-	-	10.991237	-	-	-	-	4.226008	-	-	-	-	3.98335	-	-	-	-	
280.0	25.03237	-	-	-	-	10.98702	-	-	-	-	4.086479	-	-	-	-	3.82242	-	-	-	-	
288.0	23.253124	-	-	-	-	11.088937	-	-	-	-	4.366673	-	-	-	-	4.21156	-	-	-	-	
296.0	23.348389	-	-	-	-	11.054678	-	-	-	-	3.973318	-	-	-	-	4.08311	-	-	-	-	
304.0	23.367903	-	-	-	-	11.049935	-	-	-	-	3.967953	-	-	-	-	4.28196	-	-	-	-	
312.0	23.357371	-	-	-	-	11.049635	-	-	-	-	3.966796	-	-	-	-	3.65707	-	-	-	-	
320.0	23.249594	-	-	-	-	11.256409	-	-	-	-	4.018512	-	-	-	-	3.67931	-	-	-	-	
328.0	23.452171	-	-	-	-	11.269054	-	-	-	-	3.979114	-	-	-	-	4.3419	-	-	-	-	
336.0	23.352095	-	-	-	-	11.138194	-	-	-	-	3.973554	-	-	-	-	4.27573	-	-	-	-	
