	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
120.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121	28.1599099189	26.5684359074	29.0	27.4673389792	28.8677856326	5.50429958105	3.65136194229	6.90237379074	4.78945887089	6.42603826523	4.33530838788	3.04990196228	6.11775302887	3.80548167229	4.61654800177	1.413795625	1.38126	1.44837	1.387495	1.4367775	
124.75	28.333403	-	-	-	-	5.269046	-	-	-	-	5.323228	-	-	-	-	1.38907	-	-	-	-	
128.5	28.588598	-	-	-	-	6.192804	-	-	-	-	4.076387	-	-	-	-	1.43638	-	-	-	-	
132.25	27.419554	-	-	-	-	4.774201	-	-	-	-	3.049902	-	-	-	-	1.38126	-	-	-	-	
136.0	27.639235	-	-	-	-	4.041014	-	-	-	-	3.312006	-	-	-	-	1.44837	-	-	-	-	
139.75	28.529226	-	-	-	-	5.560298	-	-	-	-	3.71518	-	-	-	-	1.38181	-	-	-	-	
143.5	28.974118	-	-	-	-	6.902374	-	-	-	-	4.609333	-	-	-	-	1.41	-	-	-	-	
147.25	28.873881	-	-	-	-	6.853536	-	-	-	-	4.379041	-	-	-	-	1.43092	-	-	-	-	
151.0	28.8495	-	-	-	-	6.503783	-	-	-	-	4.092425	-	-	-	-	1.40326	-	-	-	-	
154.75	28.98392	-	-	-	-	6.015909	-	-	-	-	4.200219	-	-	-	-	1.4405	-	-	-	-	
158.5	28.652463	-	-	-	-	5.940404	-	-	-	-	4.751119	-	-	-	-	1.42508	-	-	-	-	
162.25	29.0	-	-	-	-	6.537042	-	-	-	-	3.672088	-	-	-	-	1.39965	-	-	-	-	
166.0	27.903711	-	-	-	-	5.177563	-	-	-	-	4.445394	-	-	-	-	1.43976	-	-	-	-	
169.75	27.610694	-	-	-	-	5.135182	-	-	-	-	4.531274	-	-	-	-	1.38697	-	-	-	-	
173.5	26.568436	-	-	-	-	3.651362	-	-	-	-	4.470632	-	-	-	-	1.43691	-	-	-	-	
177.25	27.219702	-	-	-	-	4.679043	-	-	-	-	6.117753	-	-	-	-	1.42437	-	-	-	-	
181.0	27.412118	-	-	-	-	4.835232	-	-	-	-	4.618953	-	-	-	-	1.38642	-	-	-	-	
255.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
256	12.5671416372	12.3903720379	13.1544349194	12.4520049095	12.5971637368	1.49529591203	1.40508699417	2.29380607605	1.40894013643	1.42237710953	0.726777389646	0.702740192413	0.916530132294	0.704123198986	0.713616609573	0.674100625	0.655519	0.693429	0.66456425	0.68319625	
264.0	13.154435	-	-	-	-	1.839815	-	-	-	-	0.91653	-	-	-	-	0.673271	-	-	-	-	
272.0	12.601095	-	-	-	-	1.414357	-	-	-	-	0.704444	-	-	-	-	0.689849	-	-	-	-	
280.0	12.503843	-	-	-	-	1.414057	-	-	-	-	0.711758	-	-	-	-	0.666781	-	-	-	-	
288.0	12.539697	-	-	-	-	1.42032	-	-	-	-	0.70298	-	-	-	-	0.692088	-	-	-	-	
296.0	12.543292	-	-	-	-	1.417557	-	-	-	-	0.706824	-	-	-	-	0.672004	-	-	-	-	
304.0	12.546904	-	-	-	-	1.423063	-	-	-	-	0.703682	-	-	-	-	0.663927	-	-	-	-	
312.0	12.443227	-	-	-	-	1.410981	-	-	-	-	0.704016	-	-	-	-	0.685015	-	-	-	-	
320.0	12.58537	-	-	-	-	1.410072	-	-	-	-	0.70274	-	-	-	-	0.67774	-	-	-	-	
328.0	12.513601	-	-	-	-	1.414209	-	-	-	-	0.706736	-	-	-	-	0.677059	-	-	-	-	
336.0	12.611088	-	-	-	-	1.408563	-	-	-	-	0.708289	-	-	-	-	0.664442	-	-	-	-	
344.0	12.783034	-	-	-	-	2.293806	-	-	-	-	0.806244	-	-	-	-	0.655519	-	-	-	-	
352.0	12.473167	-	-	-	-	1.405115	-	-	-	-	0.705965	-	-	-	-	0.693429	-	-	-	-	
