	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
121	52.8501037508	51.4696519375	54.1019968987	52.0361756682	53.5488373637	27.2189026624	25.8969070911	29.0322978497	26.2678012848	27.6765398979	12.740661934	11.0188679695	15.3173618317	11.6252015829	13.354716599	9.69164	8.7314	10.3839	-	-	
124.75	54.101997	-	-	-	-	29.032298	-	-	-	-	14.344754	-	-	-	-	-	-	-	-	-	
128.5	54.029161	-	-	-	-	28.533301	-	-	-	-	15.317362	-	-	-	-	-	-	-	-	-	
132.25	52.964959	-	-	-	-	27.628338	-	-	-	-	12.970519	-	-	-	-	-	-	-	-	-	
136.0	53.298527	-	-	-	-	27.692607	-	-	-	-	12.681507	-	-	-	-	-	-	-	-	-	
139.75	52.618612	-	-	-	-	27.161477	-	-	-	-	14.130873	-	-	-	-	-	-	-	-	-	
143.5	52.936085	-	-	-	-	27.515045	-	-	-	-	12.943572	-	-	-	-	-	-	-	-	-	
147.25	52.891783	-	-	-	-	27.308362	-	-	-	-	13.44725	-	-	-	-	-	-	-	-	-	
151.0	51.469652	-	-	-	-	26.181781	-	-	-	-	11.363048	-	-	-	-	-	-	-	-	-	
154.75	51.80035	-	-	-	-	26.258338	-	-	-	-	11.602254	-	-	-	-	-	-	-	-	-	
158.5	53.168352	-	-	-	-	27.273348	-	-	-	-	12.874512	-	-	-	-	-	-	-	-	-	
162.25	51.849111	-	-	-	-	26.109039	-	-	-	-	11.350687	-	-	-	-	-	-	-	-	-	
166.0	52.386329	-	-	-	-	25.896907	-	-	-	-	11.018868	-	-	-	-	-	-	-	-	-	
169.75	52.609069	-	-	-	-	27.234835	-	-	-	-	12.311711	-	-	-	-	-	-	-	-	-	
173.5	53.632274	-	-	-	-	27.544	-	-	-	-	12.722514	-	-	-	-	-	-	-	-	-	
177.25	51.919458	-	-	-	-	26.296191	-	-	-	-	11.694044	-	-	-	-	-	-	-	-	-	
181.0	53.925941	-	-	-	-	27.836575	-	-	-	-	13.077116	-	-	-	-	-	-	-	-	-	
256	23.9706293792	23.3987879753	25.2704238892	23.5470486283	24.403221488	11.8684905916	11.2357730865	14.1127381325	11.3094829321	12.3240067959	5.18961894512	4.30382704735	7.94123387337	4.74372380972	5.46287208796	4.07612	3.65707	4.38549	-	-	
264.0	25.270424	-	-	-	-	14.112738	-	-	-	-	7.941234	-	-	-	-	-	-	-	-	-	
272.0	23.925245	-	-	-	-	12.121389	-	-	-	-	5.634469	-	-	-	-	-	-	-	-	-	
280.0	23.960501	-	-	-	-	11.889133	-	-	-	-	5.207802	-	-	-	-	-	-	-	-	-	
288.0	23.618394	-	-	-	-	11.298668	-	-	-	-	4.930406	-	-	-	-	-	-	-	-	-	
296.0	23.398788	-	-	-	-	11.424625	-	-	-	-	5.506586	-	-	-	-	-	-	-	-	-	
304.0	23.769463	-	-	-	-	11.425796	-	-	-	-	4.779387	-	-	-	-	-	-	-	-	-	
312.0	23.541619	-	-	-	-	11.341928	-	-	-	-	4.656467	-	-	-	-	-	-	-	-	-	
320.0	23.665787	-	-	-	-	11.355226	-	-	-	-	4.935566	-	-	-	-	-	-	-	-	-	
328.0	23.503642	-	-	-	-	11.24799	-	-	-	-	4.303827	-	-	-	-	-	-	-	-	-	
336.0	23.555747	-	-	-	-	11.235773	-	-	-	-	4.848517	-	-	-	-	-	-	-	-	-	
344.0	24.56273	-	-	-	-	12.391546	-	-	-	-	5.331731	-	-	-	-	-	-	-	-	-	
352.0	24.427641	-	-	-	-	13.367949	-	-	-	-	5.201172	-	-	-	-	-	-	-	-	-	
360.0	23.595021	-	-	-	-	11.243337	-	-	-	-	4.537305	-	-	-	-	-	-	-	-	-	
368.0	23.544149	-	-	-	-	11.413317	-	-	-	-	4.731836	-	-	-	-	-	-	-	-	-	
376.0	24.860956	-	-	-	-	12.575615	-	-	-	-	5.539238	-	-	-	-	-	-	-	-	-	
384.0	24.329963	-	-	-	-	11.450819	-	-	-	-	4.948361	-	-	-	-	-	-	-	-	-	
576	18.0144549906	10.2949869633	69.1591000557	11.4308895469	18.2807139158	6.20513662696	4.74432492256	21.2826929092	4.87060075998	5.01740920544	2.34907220304	1.45009613037	12.7464859486	1.5499433279	1.79074561596	1.63198	1.46906	1.75964	-	-	
594.0	69.1591	-	-	-	-	21.282693	-	-	-	-	12.746486	-	-	-	-	-	-	-	-	-	
612.0	17.882563	-	-	-	-	4.998949	-	-	-	-	1.755259	-	-	-	-	-	-	-	-	-	
630.0	19.37004	-	-	-	-	5.002008	-	-	-	-	1.683978	-	-	-	-	-	-	-	-	-	
648.0	22.225601	-	-	-	-	4.965556	-	-	-	-	1.450096	-	-	-	-	-	-	-	-	-	
666.0	14.407753	-	-	-	-	4.867779	-	-	-	-	1.540475	-	-	-	-	-	-	-	-	-	
684.0	14.331076	-	-	-	-	4.879066	-	-	-	-	1.614225	-	-	-	-	-	-	-	-	-	
702.0	18.413431	-	-	-	-	4.956734	-	-	-	-	1.775453	-	-	-	-	-	-	-	-	-	
720.0	14.169911	-	-	-	-	4.747548	-	-	-	-	1.617172	-	-	-	-	-	-	-	-	-	
738.0	13.950655	-	-	-	-	4.941622	-	-	-	-	1.795843	-	-	-	-	-	-	-	-	-	
756.0	14.396576	-	-	-	-	4.744325	-	-	-	-	1.499785	-	-	-	-	-	-	-	-	-	
774.0	14.398344	-	-	-	-	4.986237	-	-	-	-	1.888465	-	-	-	-	-	-	-	-	-	
792.0	13.834356	-	-	-	-	4.780179	-	-	-	-	1.578348	-	-	-	-	-	-	-	-	-	
810.0	10.317507	-	-	-	-	7.845182	-	-	-	-	1.46555	-	-	-	-	-	-	-	-	-	
828.0	10.294987	-	-	-	-	6.28025	-	-	-	-	1.634519	-	-	-	-	-	-	-	-	-	
846.0	10.629734	-	-	-	-	4.981515	-	-	-	-	1.680975	-	-	-	-	-	-	-	-	-	
864.0	10.449646	-	-	-	-	5.022543	-	-	-	-	1.858526	-	-	-	-	-	-	-	-	-	
1024	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1056.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1088.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1120.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1152.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1184.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1216.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1248.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1280.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1312.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1344.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1376.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1408.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1440.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1472.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1504.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1536.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2112.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2176.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2240.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2304.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2368.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2432.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2496.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2560.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2624.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2688.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2752.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2816.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2880.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2944.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
3008.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
