	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
121	28.1599099189	26.5684359074	29.0	27.4673389792	28.8677856326	5.50429958105	3.65136194229	6.90237379074	4.78945887089	6.42603826523	4.33530838788	3.04990196228	6.11775302887	3.80548167229	4.61654800177	1.4138	1.38126	1.44837	-	-	
124.75	28.333403	-	-	-	-	5.269046	-	-	-	-	5.323228	-	-	-	-	-	-	-	-	-	
128.5	28.588598	-	-	-	-	6.192804	-	-	-	-	4.076387	-	-	-	-	-	-	-	-	-	
132.25	27.419554	-	-	-	-	4.774201	-	-	-	-	3.049902	-	-	-	-	-	-	-	-	-	
136.0	27.639235	-	-	-	-	4.041014	-	-	-	-	3.312006	-	-	-	-	-	-	-	-	-	
139.75	28.529226	-	-	-	-	5.560298	-	-	-	-	3.71518	-	-	-	-	-	-	-	-	-	
143.5	28.974118	-	-	-	-	6.902374	-	-	-	-	4.609333	-	-	-	-	-	-	-	-	-	
147.25	28.873881	-	-	-	-	6.853536	-	-	-	-	4.379041	-	-	-	-	-	-	-	-	-	
151.0	28.8495	-	-	-	-	6.503783	-	-	-	-	4.092425	-	-	-	-	-	-	-	-	-	
154.75	28.98392	-	-	-	-	6.015909	-	-	-	-	4.200219	-	-	-	-	-	-	-	-	-	
158.5	28.652463	-	-	-	-	5.940404	-	-	-	-	4.751119	-	-	-	-	-	-	-	-	-	
162.25	29.0	-	-	-	-	6.537042	-	-	-	-	3.672088	-	-	-	-	-	-	-	-	-	
166.0	27.903711	-	-	-	-	5.177563	-	-	-	-	4.445394	-	-	-	-	-	-	-	-	-	
169.75	27.610694	-	-	-	-	5.135182	-	-	-	-	4.531274	-	-	-	-	-	-	-	-	-	
173.5	26.568436	-	-	-	-	3.651362	-	-	-	-	4.470632	-	-	-	-	-	-	-	-	-	
177.25	27.219702	-	-	-	-	4.679043	-	-	-	-	6.117753	-	-	-	-	-	-	-	-	-	
181.0	27.412118	-	-	-	-	4.835232	-	-	-	-	4.618953	-	-	-	-	-	-	-	-	-	
256	12.6120351255	12.3876399994	13.8622701168	12.4579233527	12.6161029935	1.61659710109	1.38421702385	3.63222503662	1.40262228251	1.52792388201	1.79517887533	0.869640111923	5.26496195793	1.22201740742	1.94274401665	0.674101	0.655519	0.693429	-	-	
264.0	13.86227	-	-	-	-	3.632225	-	-	-	-	5.264962	-	-	-	-	-	-	-	-	-	
272.0	12.628988	-	-	-	-	1.896514	-	-	-	-	2.691186	-	-	-	-	-	-	-	-	-	
280.0	12.503068	-	-	-	-	1.56104	-	-	-	-	2.019417	-	-	-	-	-	-	-	-	-	
288.0	12.511006	-	-	-	-	1.470765	-	-	-	-	1.97293	-	-	-	-	-	-	-	-	-	
296.0	12.460097	-	-	-	-	1.384217	-	-	-	-	1.648769	-	-	-	-	-	-	-	-	-	
304.0	12.574033	-	-	-	-	1.53332	-	-	-	-	1.658546	-	-	-	-	-	-	-	-	-	
312.0	12.457199	-	-	-	-	1.422174	-	-	-	-	1.504954	-	-	-	-	-	-	-	-	-	
320.0	12.618458	-	-	-	-	1.442239	-	-	-	-	1.555752	-	-	-	-	-	-	-	-	-	
328.0	12.609038	-	-	-	-	1.387787	-	-	-	-	1.184363	-	-	-	-	-	-	-	-	-	
336.0	12.517082	-	-	-	-	1.470053	-	-	-	-	1.852186	-	-	-	-	-	-	-	-	-	
344.0	12.454581	-	-	-	-	1.511735	-	-	-	-	1.339694	-	-	-	-	-	-	-	-	-	
352.0	12.664722	-	-	-	-	1.396105	-	-	-	-	1.53768	-	-	-	-	-	-	-	-	-	
360.0	12.38764	-	-	-	-	1.428246	-	-	-	-	1.121216	-	-	-	-	-	-	-	-	-	
368.0	12.543778	-	-	-	-	1.43761	-	-	-	-	1.334981	-	-	-	-	-	-	-	-	-	
376.0	12.435068	-	-	-	-	1.50489	-	-	-	-	1.166586	-	-	-	-	-	-	-	-	-	
384.0	12.565534	-	-	-	-	1.386633	-	-	-	-	0.86964	-	-	-	-	-	-	-	-	-	
576	6.16383744776	5.70883607864	9.37786602974	5.77303665876	6.20672512054	1.03740665317	0.658588886261	5.16338992119	0.675014793873	0.86338531971	0.721371635795	0.350795984268	4.99545907974	0.357054650784	0.499486923218	0.337358	0.32639	0.366999	-	-	
594.0	9.377866	-	-	-	-	5.16339	-	-	-	-	4.995459	-	-	-	-	-	-	-	-	-	
612.0	6.188911	-	-	-	-	0.802837	-	-	-	-	0.488464	-	-	-	-	-	-	-	-	-	
630.0	6.018475	-	-	-	-	1.011229	-	-	-	-	0.721815	-	-	-	-	-	-	-	-	-	
