fscore,metadata_dataname,metadata_incremental-kickin-step,metadata_input-directory,metadata_input-file-prefix,metadata_ncore,metadata_nproc,metadata_nsplit,metadata_nthread,metadata_output-directory,metadata_per-process-memory,metadata_selective-prune-threshold,metadata_summary-threshold,ncol_minc,niter_cluster_m22,niter_cluster_minc,nnz_minc,nrow_minc,number_cluster_m22,number_cluster_minc,split,time_cluster_m22,time_cluster_minc,time_prep_minc
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,129898,,,578786,129898,,,1,,,0.211604
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,194975,,,1303330,194975,,,2,,,0.345579
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,259715,,,2305092,259715,,,3,,,0.537797
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,324686,,,3615046,324686,,,4,,,0.756466
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,389540,,,5206986,389540,,,5,,,0.953586
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,454498,,,7073888,454498,,,6,,,1.146662
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,519292,,,9198110,519292,,,7,,,1.486667
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,583808,,,11602558,583808,,,8,,,1.852297
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,648033,,,14346446,648033,,,9,,,2.023429
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,712979,,,17376266,712979,,,10,,,2.379827
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,777904,,,20668816,777904,,,11,,,2.721385
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,842844,,,24302012,842844,,,12,,,3.15337
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,907602,,,28166924,907602,,,13,,,3.554714
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,972358,,,32356262,972358,,,14,,,3.938644
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1037395,,,36785502,1037395,,,15,,,4.526826
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1102740,,,41608474,1102740,,,16,,,4.862396
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1167722,,,46704490,1167722,,,17,,,5.375961
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1232270,,,52028186,1232270,,,18,,,5.919519
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1297323,,32,57641998,1297323,,230113,19,,56.6958,6.591369
0.962749,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1362389,5,61,64597443,1362389,37316,232412,20,0.190354,22.5379,7.843227
0.923631,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1427400,5,58,33669737,1427400,37359,255931,21,0.19399,20.8087,6.229246
0.877327,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1492177,5,59,12816820,1492177,37170,265868,22,0.193436,22.4335,3.064079
0.83974,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1556899,5,57,10809926,1556899,37444,276238,23,0.187201,24.8902,2.980414
0.818029,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1621937,5,60,12126435,1621937,37238,287113,24,0.19198,26.7684,3.46365
0.799214,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1686516,5,59,12716511,1686516,37125,296346,25,0.186143,27.7511,3.745441
0.785656,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1750876,5,59,13759192,1750876,37067,302528,26,0.186637,28.476,4.048477
0.776157,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1815802,5,60,13276043,1815802,37265,311522,27,0.190153,28.7753,4.056824
0.769694,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1880430,5,58,13568989,1880430,37225,318985,28,0.188603,29.6457,4.102397
0.758408,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,1945206,5,60,14207997,1945206,37108,325793,29,0.188742,35.782,4.24673
0.754273,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2009702,5,59,15477741,2009702,37195,332948,30,0.187445,32.1707,4.581812
0.74943,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2074755,5,60,15678820,2074755,37568,339422,31,0.188253,34.2731,4.666632
0.745931,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2139784,5,58,16042739,2139784,37409,347266,32,0.190315,34.6149,4.816782
0.741633,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2204617,5,60,16402877,2204617,37289,356702,33,0.190523,36.0398,4.988711
0.733755,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2269776,5,62,17026457,2269776,37184,359902,34,0.194075,38.6435,5.154651
0.735176,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2334472,5,60,17418052,2334472,37133,369535,35,0.190083,37.237,5.364868
0.727931,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2399358,5,58,17340620,2399358,37328,376077,36,0.190946,43.6907,5.37494
0.724155,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2463985,5,60,17167868,2463985,37101,391469,37,0.18794,44.9487,5.037055
0.722862,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2528632,5,61,19719831,2528632,37246,388628,38,0.187801,41.9568,5.968273
0.71938,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2593523,5,59,19060604,2593523,37312,396440,39,0.1891,46.2728,5.871964
0.719626,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2658712,5,59,20172573,2658712,37432,399470,40,0.189996,52.6522,6.125962
0.716229,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2723719,5,60,21095982,2723719,37338,415416,41,0.189011,45.4677,5.88821
0.715491,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2788510,5,60,20757748,2788510,37412,415635,42,0.18736,45.9868,6.432228
0.714018,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2853074,5,61,22338886,2853074,37086,421432,43,0.193665,50.8477,6.580993
0.713797,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2917927,5,58,21085777,2917927,37330,426657,44,0.189966,46.7938,6.608485
0.708712,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,2983543,5,62,22830791,2983543,37501,434145,45,0.188766,49.4574,6.907448
0.705667,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,3048320,5,60,21457647,3048320,37471,432359,46,0.18596,51.3733,6.780928
0.707259,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,3113222,5,100,22863753,3113222,37177,446354,47,0.19042,72.8303,7.148916
0.704905,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,3178101,5,53,23155426,3178101,37274,448721,48,0.187797,48.7164,7.216772
0.701606,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.70.perlmutter_cpu.node_8.proc_8.thread_16/,30,70,50,3243106,5,61,24213619,3243106,37552,456400,49,0.187637,62.9059,7.368095
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,129898,,,578786,129898,,,1,,,0.216801
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,194975,,,1303330,194975,,,2,,,0.344994
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,259715,,,2305092,259715,,,3,,,0.496188
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,324686,,,3615046,324686,,,4,,,0.683062
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,389540,,,5206986,389540,,,5,,,0.911761
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,454498,,,7073888,454498,,,6,,,1.301147
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,519292,,,9198110,519292,,,7,,,1.408368
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,583808,,,11602558,583808,,,8,,,1.994278
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,648033,,,14346446,648033,,,9,,,2.01967
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,712979,,,17376266,712979,,,10,,,2.379964
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,777904,,,20668816,777904,,,11,,,2.764285
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,842844,,,24302012,842844,,,12,,,3.174361
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,907602,,,28166924,907602,,,13,,,3.535153
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,972358,,,32356262,972358,,,14,,,4.096903
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1037395,,,36785502,1037395,,,15,,,4.39847
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1102740,,,41608474,1102740,,,16,,,4.992275
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1167722,,,46704490,1167722,,,17,,,5.460482
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1232270,,,52028186,1232270,,,18,,,5.949871
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1297323,,,57641998,1297323,,,19,,,6.62359
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1362389,,,63561458,1362389,,,20,,,7.173118
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1427400,,,69833904,1427400,,,21,,,7.795375
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1492177,,,76342984,1492177,,,22,,,8.3967
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1556899,,,83022208,1556899,,,23,,,9.052119
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1621937,,,90147040,1621937,,,24,,,9.900434
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1686516,,,97459180,1686516,,,25,,,10.510057
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1750876,,,105044146,1750876,,,26,,,11.322186
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1815802,,,112936298,1815802,,,27,,,12.189331
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1880430,,,121101028,1880430,,,28,,,13.03836
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,1945206,,32,129603548,1945206,,264758,29,,115.914,13.87607
0.974042,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2009702,5,61,132671731,2009702,37195,256931,30,0.185778,32.0464,15.456602
0.966978,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2074755,5,60,59444480,2074755,37568,257425,31,0.189034,26.2295,9.877333
0.961723,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2139784,5,61,26245099,2139784,37409,258095,32,0.190661,25.8729,6.373973
0.957112,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2204617,5,60,20582067,2204617,37289,258736,33,0.190823,26.7199,5.69143
0.95311,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2269776,5,60,19152647,2269776,37184,259237,34,0.195335,27.5405,5.289198
0.949658,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2334472,5,61,18940118,2334472,37133,259475,35,0.191099,28.8367,5.333156
0.946379,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2399358,5,59,18463342,2399358,37328,259571,36,0.193103,28.8905,5.244987
0.943285,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.10.perlmutter_cpu.node_8.proc_8.thread_16/,30,10,70,2463985,5,60,18662037,2463985,37101,259519,37,0.188653,29.8396,5.32804
