fscore,metadata_dataname,metadata_incremental-kickin-step,metadata_input-directory,metadata_input-file-prefix,metadata_ncore,metadata_nproc,metadata_nsplit,metadata_nthread,metadata_output-directory,metadata_per-process-memory,metadata_selective-prune-threshold,metadata_summary-threshold,ncol_minc,niter_cluster_m22,niter_cluster_minc,nnz_minc,nrow_minc,number_cluster_m22,number_cluster_minc,split,time_cluster_m22,time_cluster_minc,time_prep_minc
0.904457,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2658712,5,60,20174238,2658712,37432,248764,40,0.189213,32.377,5.959144
0.902882,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2723719,5,60,20603382,2723719,37338,248093,41,0.18773,33.5417,6.137782
0.901216,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2788510,5,61,20934269,2788510,37412,247425,42,0.186911,34.1636,6.327039
0.899431,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2853074,5,61,21554977,2853074,37086,246652,43,0.20056,35.4641,6.47195
0.898046,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2917927,5,60,22068495,2917927,37330,245697,44,0.193896,35.605,6.638237
0.896463,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,2983543,5,60,22575099,2983543,37501,244633,45,0.188688,36.2817,6.829534
0.894951,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,3048320,5,61,22840965,3048320,37471,243475,46,0.185217,37.5757,6.947391
0.894103,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,3113222,5,60,23576413,3113222,37177,242277,47,0.189017,38.1336,7.17732
0.892348,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,3178101,5,61,23852512,3178101,37274,240834,48,0.192678,39.1845,7.261271
0.891083,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.70.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,70,3243106,5,61,24381262,3243106,37552,239329,49,0.185394,40.345,7.48097
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,129898,,,578786,129898,,,1,,,0.217612
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,194975,,,1303330,194975,,,2,,,0.351171
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,259715,,,2305092,259715,,,3,,,0.573216
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,324686,,,3615046,324686,,,4,,,0.685357
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,389540,,,5206986,389540,,,5,,,0.986919
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,454498,,,7073888,454498,,,6,,,1.146565
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,519292,,,9198110,519292,,,7,,,1.421441
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,583808,,,11602558,583808,,,8,,,1.67306
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,648033,,,14346446,648033,,,9,,,2.095395
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,712979,,,17376266,712979,,,10,,,2.377963
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,777904,,,20668816,777904,,,11,,,2.72221
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,842844,,,24302012,842844,,,12,,,3.166015
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,907602,,,28166924,907602,,,13,,,3.572684
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,972358,,,32356262,972358,,,14,,,3.933339
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1037395,,,36785502,1037395,,,15,,,4.370051
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1102740,,,41608474,1102740,,,16,,,4.824566
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1167722,,,46704490,1167722,,,17,,,5.356442
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1232270,,,52028186,1232270,,,18,,,5.890917
-1.0,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1297323,,32,57641998,1297323,,230113,19,,55.5006,6.469547
0.971091,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1362389,5,60,64597443,1362389,37316,226942,20,0.194871,20.8563,7.829096
0.962225,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1427400,5,60,32004231,1427400,37359,229664,21,0.19372,18.7364,5.871918
0.955756,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1492177,5,59,19341289,1492177,37170,232308,22,0.194556,18.8452,4.627835
0.950262,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1556899,5,59,16230966,1556899,37444,234776,23,0.187374,19.4173,4.265621
0.945995,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1621937,5,61,14548989,1621937,37238,237180,24,0.193547,20.6524,4.094711
0.941585,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1686516,5,60,13454145,1686516,37125,239225,25,0.186735,21.1548,3.998628
0.938109,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1750876,5,59,13556794,1750876,37067,240979,26,0.186916,21.707,4.007313
0.93427,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1815802,5,59,13981605,1815802,37265,242646,27,0.188798,22.3367,4.086229
0.931122,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1880430,5,60,14437817,1880430,37225,244075,28,0.219783,23.684,4.206208
0.927923,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,1945206,5,61,14937119,1945206,37108,245376,29,0.188902,24.3853,4.313688
0.925105,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2009702,5,59,15329753,2009702,37195,246528,30,0.183293,24.1898,4.405979
0.922479,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2074755,5,61,15835956,2074755,37568,247365,31,0.1873,25.7827,4.537997
0.920413,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2139784,5,60,16370026,2139784,37409,248089,32,0.189022,26.1714,4.665211
0.918008,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2204617,5,60,16825176,2204617,37289,248767,33,0.189319,26.8633,4.857218
0.915971,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2269776,5,61,17361501,2269776,37184,249303,34,0.19442,28.199,4.987169
0.913901,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2334472,5,61,17720144,2334472,37133,249568,35,0.191502,28.6357,5.167086
0.911789,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2399358,5,60,18198830,2399358,37328,249657,36,0.195354,29.1444,5.325192
0.90995,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2463985,5,60,18648107,2463985,37101,249609,37,0.188323,29.7068,5.486797
0.908002,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2528632,5,60,19035289,2528632,37246,249510,38,0.187433,30.7062,5.682502
0.905795,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2593523,5,60,19622418,2593523,37312,249281,39,0.192088,31.4213,5.844924
0.904457,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2658712,5,60,20174238,2658712,37432,248764,40,0.189486,32.0477,6.021856
0.902882,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2723719,5,60,20603382,2723719,37338,248093,41,0.18826,33.2385,6.184925
0.901216,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2788510,5,61,20934269,2788510,37412,247425,42,0.188007,34.1475,6.223827
0.899431,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2853074,5,61,21554977,2853074,37086,246652,43,0.191151,35.2237,6.428669
0.898046,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2917927,5,60,22068495,2917927,37330,245697,44,0.190597,35.4895,6.600282
0.896463,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,2983543,5,60,22575099,2983543,37501,244633,45,0.19195,36.3016,6.807841
0.894951,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,3048320,5,61,22840965,3048320,37471,243475,46,0.186116,37.297,6.921715
0.894103,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,3113222,5,60,23576413,3113222,37177,242277,47,0.190334,38.8025,7.143915
0.892348,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,3178101,5,61,23852512,3178101,37274,240834,48,0.189253,39.0197,7.302732
0.891083,eukarya,20,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.20.50.5.perlmutter_cpu.node_8.proc_8.thread_16/,30,5,50,3243106,5,61,24381262,3243106,37552,239329,49,0.188351,39.838,7.521016
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,129898,,,578786,129898,,,1,,,0.212129
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,194975,,,1303330,194975,,,2,,,0.348598
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,259715,,,2305092,259715,,,3,,,0.496274
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,324686,,,3615046,324686,,,4,,,0.683214
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,389540,,,5206986,389540,,,5,,,0.906989
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,454498,,,7073888,454498,,,6,,,1.150648
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,519292,,,9198110,519292,,,7,,,1.50236
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,583808,,,11602558,583808,,,8,,,1.698017
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,648033,,,14346446,648033,,,9,,,2.035561
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,712979,,,17376266,712979,,,10,,,2.555789
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,777904,,,20668816,777904,,,11,,,2.76468
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,842844,,,24302012,842844,,,12,,,3.19776
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,907602,,,28166924,907602,,,13,,,3.560587
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,972358,,,32356262,972358,,,14,,,4.008681
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1037395,,,36785502,1037395,,,15,,,4.405114
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1102740,,,41608474,1102740,,,16,,,5.229457
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1167722,,,46704490,1167722,,,17,,,5.465214
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1232270,,,52028186,1232270,,,18,,,6.019499
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1297323,,,57641998,1297323,,,19,,,6.606882
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1362389,,,63561458,1362389,,,20,,,7.17142
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1427400,,,69833904,1427400,,,21,,,7.869701
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1492177,,,76342984,1492177,,,22,,,8.467526
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1556899,,,83022208,1556899,,,23,,,9.210735
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1621937,,,90147040,1621937,,,24,,,10.052756
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1686516,,,97459180,1686516,,,25,,,10.718052
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1750876,,,105044146,1750876,,,26,,,11.7496
-1.0,eukarya,30,/global/cfs/cdirs/m1982/taufique/eukarya-incremental/50-split/,eukarya_30_50_length,1024,64,50,16,/pscratch/sd/t/taufique/incremental.eukarya.50.30.70.30.perlmutter_cpu.node_8.proc_8.thread_16/,30,30,70,1815802,,,112936298,1815802,,,27,,,12.274098
