	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
1	-	-	-	-	-	-	-	-	-	-	65.027885884	57.5064609051	69.5333199501	58.9831203818	68.8635614514	55.5726	49.6634	59.3511	-	-	
1.1	-	-	-	-	-	-	-	-	-	-	66.704543	-	-	-	-	-	-	-	-	-	
1.2	-	-	-	-	-	-	-	-	-	-	59.69384	-	-	-	-	-	-	-	-	-	
1.3	-	-	-	-	-	-	-	-	-	-	57.562063	-	-	-	-	-	-	-	-	-	
1.4	-	-	-	-	-	-	-	-	-	-	67.262297	-	-	-	-	-	-	-	-	-	
1.5	-	-	-	-	-	-	-	-	-	-	68.956347	-	-	-	-	-	-	-	-	-	
1.6	-	-	-	-	-	-	-	-	-	-	68.585205	-	-	-	-	-	-	-	-	-	
1.7	-	-	-	-	-	-	-	-	-	-	68.575269	-	-	-	-	-	-	-	-	-	
1.8	-	-	-	-	-	-	-	-	-	-	68.188411	-	-	-	-	-	-	-	-	-	
1.9	-	-	-	-	-	-	-	-	-	-	58.276268	-	-	-	-	-	-	-	-	-	
2.0	-	-	-	-	-	-	-	-	-	-	69.53332	-	-	-	-	-	-	-	-	-	
2.1	-	-	-	-	-	-	-	-	-	-	64.867453	-	-	-	-	-	-	-	-	-	
2.2	-	-	-	-	-	-	-	-	-	-	57.506461	-	-	-	-	-	-	-	-	-	
2.3	-	-	-	-	-	-	-	-	-	-	69.149601	-	-	-	-	-	-	-	-	-	
2.4	-	-	-	-	-	-	-	-	-	-	58.746214	-	-	-	-	-	-	-	-	-	
2.5	-	-	-	-	-	-	-	-	-	-	69.297859	-	-	-	-	-	-	-	-	-	
2.6	-	-	-	-	-	-	-	-	-	-	67.541024	-	-	-	-	-	-	-	-	-	
4	134.064072222	132.30678606	137.840553999	132.636236727	135.099267364	57.2508578449	56.1097800732	58.2975168228	56.63585186	57.9894151688	13.546250537	12.8954601288	14.2165529728	13.187961638	14.0407872796	11.7808	11.1351	12.631	-	-	
4.1	132.306786	-	-	-	-	56.177222	-	-	-	-	12.929408	-	-	-	-	-	-	-	-	-	
4.2	133.665145	-	-	-	-	57.235984	-	-	-	-	13.417681	-	-	-	-	-	-	-	-	-	
4.3	132.960312	-	-	-	-	57.038958	-	-	-	-	13.405101	-	-	-	-	-	-	-	-	-	
4.4	132.480501	-	-	-	-	57.045383	-	-	-	-	13.347106	-	-	-	-	-	-	-	-	-	
4.5	133.168682	-	-	-	-	56.423738	-	-	-	-	13.261596	-	-	-	-	-	-	-	-	-	
4.6	137.840554	-	-	-	-	57.994552	-	-	-	-	14.044481	-	-	-	-	-	-	-	-	-	
4.7	137.404345	-	-	-	-	58.027986	-	-	-	-	14.184749	-	-	-	-	-	-	-	-	-	
4.8	133.700604	-	-	-	-	57.720321	-	-	-	-	13.880782	-	-	-	-	-	-	-	-	-	
4.9	132.616909	-	-	-	-	56.911423	-	-	-	-	13.058751	-	-	-	-	-	-	-	-	-	
5.0	134.868896	-	-	-	-	58.236656	-	-	-	-	14.059949	-	-	-	-	-	-	-	-	-	
5.1	133.990655	-	-	-	-	57.387401	-	-	-	-	13.488686	-	-	-	-	-	-	-	-	-	
5.2	133.487798	-	-	-	-	56.877496	-	-	-	-	13.356583	-	-	-	-	-	-	-	-	-	
5.3	132.505928	-	-	-	-	56.10978	-	-	-	-	12.89546	-	-	-	-	-	-	-	-	-	
5.4	136.157763	-	-	-	-	58.297517	-	-	-	-	14.216553	-	-	-	-	-	-	-	-	-	
5.5	135.176058	-	-	-	-	57.974005	-	-	-	-	14.029706	-	-	-	-	-	-	-	-	-	
5.6	132.69422	-	-	-	-	56.555304	-	-	-	-	13.163417	-	-	-	-	-	-	-	-	-	
9	61.418916136	60.2596509457	62.1275908947	60.7752255201	61.9647245407	25.8604547828	24.3925950527	27.4048950672	25.0420182943	26.5254144669	7.02986875176	6.24233102798	7.54869198799	6.59302431345	7.4210447669	6.7421	6.03231	7.25125	-	-	
9.1	61.693481	-	-	-	-	26.024225	-	-	-	-	7.192156	-	-	-	-	-	-	-	-	-	
9.2	60.657973	-	-	-	-	24.805233	-	-	-	-	6.436841	-	-	-	-	-	-	-	-	-	
9.3	60.608732	-	-	-	-	25.667773	-	-	-	-	6.531897	-	-	-	-	-	-	-	-	-	
9.4	61.557204	-	-	-	-	25.943057	-	-	-	-	6.987144	-	-	-	-	-	-	-	-	-	
9.5	62.097417	-	-	-	-	25.819908	-	-	-	-	7.520939	-	-	-	-	-	-	-	-	-	
9.6	61.72908	-	-	-	-	25.977678	-	-	-	-	7.220241	-	-	-	-	-	-	-	-	-	
9.7	61.406238	-	-	-	-	25.168526	-	-	-	-	6.979408	-	-	-	-	-	-	-	-	-	
9.8	60.36135	-	-	-	-	24.813468	-	-	-	-	6.328489	-	-	-	-	-	-	-	-	-	
9.9	61.126983	-	-	-	-	24.999849	-	-	-	-	6.776406	-	-	-	-	-	-	-	-	-	
10.0	60.259651	-	-	-	-	24.392595	-	-	-	-	6.242331	-	-	-	-	-	-	-	-	-	
10.1	62.020622	-	-	-	-	26.379883	-	-	-	-	7.428744	-	-	-	-	-	-	-	-	-	
10.2	62.127591	-	-	-	-	27.404895	-	-	-	-	7.548692	-	-	-	-	-	-	-	-	-	
