	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
36.71875	16.327575	-	-	-	-	2.932301	-	-	-	-	1.031215	-	-	-	-	1.26426	-	-	-	-	
37.125	9.736119	-	-	-	-	2.111508	-	-	-	-	0.747811	-	-	-	-	0.568081	-	-	-	-	
37.5	16.199447	-	-	-	-	2.897153	-	-	-	-	1.034892	-	-	-	-	1.28916	-	-	-	-	
38.25	9.673215	-	-	-	-	2.097679	-	-	-	-	0.743057	-	-	-	-	0.54762	-	-	-	-	
39.375	9.688052	-	-	-	-	2.108263	-	-	-	-	0.74143	-	-	-	-	0.556788	-	-	-	-	
40.5	9.54567	-	-	-	-	2.044706	-	-	-	-	0.68465	-	-	-	-	0.508499	-	-	-	-	
41.625	9.626036	-	-	-	-	2.049133	-	-	-	-	0.684351	-	-	-	-	0.517162	-	-	-	-	
42.75	9.743461	-	-	-	-	2.090712	-	-	-	-	0.717984	-	-	-	-	0.533185	-	-	-	-	
43.875	9.631825	-	-	-	-	2.092202	-	-	-	-	0.729383	-	-	-	-	0.542056	-	-	-	-	
45.0	9.740485	-	-	-	-	2.131153	-	-	-	-	0.760538	-	-	-	-	0.574827	-	-	-	-	
46.125	9.664358	-	-	-	-	2.093155	-	-	-	-	0.722089	-	-	-	-	0.541606	-	-	-	-	
47.25	9.764345	-	-	-	-	2.09834	-	-	-	-	0.726183	-	-	-	-	0.558129	-	-	-	-	
48.375	9.763642	-	-	-	-	2.103423	-	-	-	-	0.752813	-	-	-	-	0.567382	-	-	-	-	
49.5	9.609186	-	-	-	-	2.049599	-	-	-	-	0.682492	-	-	-	-	0.511411	-	-	-	-	
50.625	9.713366	-	-	-	-	2.101497	-	-	-	-	0.739997	-	-	-	-	0.551044	-	-	-	-	
51.75	9.597592	-	-	-	-	2.086361	-	-	-	-	0.725643	-	-	-	-	0.540955	-	-	-	-	
52.875	9.682395	-	-	-	-	2.073408	-	-	-	-	0.723124	-	-	-	-	0.535649	-	-	-	-	
54.0	9.653536	-	-	-	-	2.101371	-	-	-	-	0.7518	-	-	-	-	0.55485	-	-	-	-	
