	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1	-	-	-	-	-	-	-	-	-	-	21.9288167357	20.9178068638	22.6744349003	21.4968933463	22.3943784237	16.45589375	15.5355	17.191	16.01155	16.896475	
1.03125	-	-	-	-	-	-	-	-	-	-	21.814581	-	-	-	-	16.2639	-	-	-	-	
1.0625	-	-	-	-	-	-	-	-	-	-	22.418694	-	-	-	-	16.8368	-	-	-	-	
1.09375	-	-	-	-	-	-	-	-	-	-	20.921787	-	-	-	-	15.5793	-	-	-	-	
1.125	-	-	-	-	-	-	-	-	-	-	22.146915	-	-	-	-	16.8802	-	-	-	-	
1.15625	-	-	-	-	-	-	-	-	-	-	22.128789	-	-	-	-	16.5351	-	-	-	-	
1.1875	-	-	-	-	-	-	-	-	-	-	22.139117	-	-	-	-	16.62	-	-	-	-	
1.21875	-	-	-	-	-	-	-	-	-	-	22.325698	-	-	-	-	16.9019	-	-	-	-	
1.25	-	-	-	-	-	-	-	-	-	-	22.50219	-	-	-	-	16.9582	-	-	-	-	
1.28125	-	-	-	-	-	-	-	-	-	-	20.917807	-	-	-	-	15.5547	-	-	-	-	
1.3125	-	-	-	-	-	-	-	-	-	-	21.45568	-	-	-	-	16.0168	-	-	-	-	
1.34375	-	-	-	-	-	-	-	-	-	-	22.417272	-	-	-	-	16.9556	-	-	-	-	
1.375	-	-	-	-	-	-	-	-	-	-	22.310929	-	-	-	-	16.7668	-	-	-	-	
1.40625	-	-	-	-	-	-	-	-	-	-	21.620533	-	-	-	-	16.0098	-	-	-	-	
1.4375	-	-	-	-	-	-	-	-	-	-	20.986383	-	-	-	-	15.5355	-	-	-	-	
1.46875	-	-	-	-	-	-	-	-	-	-	22.674435	-	-	-	-	17.191	-	-	-	-	
1.5	-	-	-	-	-	-	-	-	-	-	22.080258	-	-	-	-	16.6887	-	-	-	-	
3.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
4	84.814586103	84.190294981	87.3496878147	84.398191154	84.8864001036	14.5282031	14.3178830147	14.8774180412	14.4142808914	14.6107994318	4.78506548703	4.5847799778	4.92337298393	4.67820203304	4.87583094835	3.695989375	3.48683	3.80014	3.648525	3.7724075	
4.125	85.535771	-	-	-	-	14.877418	-	-	-	-	4.916302	-	-	-	-	3.7395	-	-	-	-	
4.25	84.91684	-	-	-	-	14.777647	-	-	-	-	4.866246	-	-	-	-	3.77601	-	-	-	-	
4.375	85.133365	-	-	-	-	14.658489	-	-	-	-	4.923373	-	-	-	-	3.7616	-	-	-	-	
4.5	84.547025	-	-	-	-	14.594952	-	-	-	-	4.856269	-	-	-	-	3.65331	-	-	-	-	
4.625	84.301161	-	-	-	-	14.397894	-	-	-	-	4.761725	-	-	-	-	3.73815	-	-	-	-	
4.75	87.349688	-	-	-	-	14.477365	-	-	-	-	4.696427	-	-	-	-	3.78227	-	-	-	-	
4.875	84.190295	-	-	-	-	14.335862	-	-	-	-	4.613602	-	-	-	-	3.68093	-	-	-	-	
5.0	84.659281	-	-	-	-	14.317883	-	-	-	-	4.59265	-	-	-	-	3.62029	-	-	-	-	
5.125	84.780295	-	-	-	-	14.524795	-	-	-	-	4.879026	-	-	-	-	3.80014	-	-	-	-	
5.25	84.79508	-	-	-	-	14.529728	-	-	-	-	4.805452	-	-	-	-	3.73842	-	-	-	-	
5.375	84.396416	-	-	-	-	14.616082	-	-	-	-	4.82562	-	-	-	-	3.74729	-	-	-	-	
5.5	84.657221	-	-	-	-	14.496001	-	-	-	-	4.842849	-	-	-	-	3.79452	-	-	-	-	
5.625	84.473654	-	-	-	-	14.463442	-	-	-	-	4.894831	-	-	-	-	3.67376	-	-	-	-	
5.75	84.387181	-	-	-	-	14.520501	-	-	-	-	4.829769	-	-	-	-	3.49588	-	-	-	-	
5.875	84.403516	-	-	-	-	14.517038	-	-	-	-	4.672127	-	-	-	-	3.64693	-	-	-	-	
6.0	84.506588	-	-	-	-	14.346153	-	-	-	-	4.58478	-	-	-	-	3.48683	-	-	-	-	
8.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
9	39.697944209	39.503538847	39.8567450047	39.6349313855	39.7843696475	6.96312089264	6.85790300369	7.10876488686	6.87057298422	7.04649490118	2.34542155266	2.24147891998	2.44867014885	2.25769555569	2.42759531736	2.061034375	1.92204	2.18169	1.99089	2.15106	
9.28125	39.811987	-	-	-	-	7.108765	-	-	-	-	2.406566	-	-	-	-	2.17893	-	-	-	-	
9.5625	39.786122	-	-	-	-	7.04728	-	-	-	-	2.444378	-	-	-	-	2.18169	-	-	-	-	
9.84375	39.856745	-	-	-	-	6.864627	-	-	-	-	2.266655	-	-	-	-	2.00708	-	-	-	-	
10.125	39.56023	-	-	-	-	6.882274	-	-	-	-	2.253795	-	-	-	-	2.0101	-	-	-	-	
10.40625	39.553815	-	-	-	-	6.863088	-	-	-	-	2.284157	-	-	-	-	2.01224	-	-	-	-	
10.6875	39.656016	-	-	-	-	6.988061	-	-	-	-	2.380032	-	-	-	-	2.04496	-	-	-	-	
10.96875	39.706801	-	-	-	-	6.869623	-	-	-	-	2.241479	-	-	-	-	1.92204	-	-	-	-	
11.25	39.503539	-	-	-	-	6.873423	-	-	-	-	2.254985	-	-	-	-	1.96426	-	-	-	-	
11.53125	39.629114	-	-	-	-	6.857903	-	-	-	-	2.253202	-	-	-	-	1.96358	-	-	-	-	
11.8125	39.832622	-	-	-	-	7.053025	-	-	-	-	2.426927	-	-	-	-	2.12011	-	-	-	-	
12.09375	39.698975	-	-	-	-	7.069769	-	-	-	-	2.44867	-	-	-	-	2.15406	-	-	-	-	
12.375	39.701332	-	-	-	-	7.022534	-	-	-	-	2.403436	-	-	-	-	2.13496	-	-	-	-	
12.65625	39.6742	-	-	-	-	6.922569	-	-	-	-	2.333385	-	-	-	-	1.99461	-	-	-	-	
12.9375	39.652383	-	-	-	-	6.90207	-	-	-	-	2.265827	-	-	-	-	1.98965	-	-	-	-	
13.21875	39.779113	-	-	-	-	7.040783	-	-	-	-	2.427818	-	-	-	-	2.14206	-	-	-	-	
13.5	39.764113	-	-	-	-	7.04414	-	-	-	-	2.435433	-	-	-	-	2.15622	-	-	-	-	
15.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
16	22.9170479476	22.7381370068	23.2213490009	22.8412555456	22.9751082659	4.10484547913	4.01335096359	4.37927603722	4.04308873415	4.11932766438	1.35010918975	1.29524898529	1.42252612114	1.30686485767	1.39649307728	1.7431425	1.49502	1.91935	1.582915	1.892645	
16.5	23.221349	-	-	-	-	4.132028	-	-	-	-	1.422526	-	-	-	-	1.58185	-	-	-	-	
17.0	22.945203	-	-	-	-	4.018259	-	-	-	-	1.295527	-	-	-	-	1.87856	-	-	-	-	
17.5	22.848659	-	-	-	-	4.042758	-	-	-	-	1.3176	-	-	-	-	1.75629	-	-	-	-	
18.0	22.910204	-	-	-	-	4.018583	-	-	-	-	1.295249	-	-	-	-	1.79639	-	-	-	-	
18.5	23.086777	-	-	-	-	4.109718	-	-	-	-	1.397413	-	-	-	-	1.90008	-	-	-	-	
19.0	22.856748	-	-	-	-	4.079542	-	-	-	-	1.347571	-	-	-	-	1.89979	-	-	-	-	
19.5	22.838788	-	-	-	-	4.087772	-	-	-	-	1.346078	-	-	-	-	1.89734	-	-	-	-	
20.0	22.962131	-	-	-	-	4.088475	-	-	-	-	1.372509	-	-	-	-	1.84295	-	-	-	-	
20.5	22.989602	-	-	-	-	4.122531	-	-	-	-	1.41989	-	-	-	-	1.91935	-	-	-	-	
21.0	22.950667	-	-	-	-	4.044081	-	-	-	-	1.315102	-	-	-	-	1.74277	-	-	-	-	
21.5	22.785591	-	-	-	-	4.013351	-	-	-	-	1.296949	-	-	-	-	1.71786	-	-	-	-	
22.0	22.831756	-	-	-	-	4.045031	-	-	-	-	1.329041	-	-	-	-	1.74988	-	-	-	-	
22.5	22.874593	-	-	-	-	4.063752	-	-	-	-	1.340039	-	-	-	-	1.58611	-	-	-	-	
23.0	22.738137	-	-	-	-	4.067972	-	-	-	-	1.304119	-	-	-	-	1.49502	-	-	-	-	
23.5	22.979434	-	-	-	-	4.379276	-	-	-	-	1.4084	-	-	-	-	1.55289	-	-	-	-	
24.0	22.853129	-	-	-	-	4.364399	-	-	-	-	1.393734	-	-	-	-	1.57315	-	-	-	-	
24.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
25	16.2147549391	16.084856987	16.4030168056	16.1573995948	16.3014597297	2.86682358384	2.77864694595	2.95462203026	2.80947363377	2.90827411413	0.984831258655	0.909506082535	1.16901779175	0.926604628563	1.02926123142	1.0311991875	0.781213	1.29992	0.80521	1.28949	
25.78125	16.114642	-	-	-	-	2.844271	-	-	-	-	0.936082	-	-	-	-	0.785869	-	-	-	-	
26.5625	16.231995	-	-	-	-	2.886984	-	-	-	-	0.987933	-	-	-	-	0.846004	-	-	-	-	
27.34375	16.157848	-	-	-	-	2.809234	-	-	-	-	0.929556	-	-	-	-	0.781213	-	-	-	-	
28.125	16.173575	-	-	-	-	2.810192	-	-	-	-	0.925621	-	-	-	-	0.806155	-	-	-	-	
28.90625	16.211887	-	-	-	-	2.880637	-	-	-	-	0.966812	-	-	-	-	0.816416	-	-	-	-	
29.6875	16.10465	-	-	-	-	2.804931	-	-	-	-	0.920671	-	-	-	-	0.781781	-	-	-	-	
30.46875	16.15725	-	-	-	-	2.848814	-	-	-	-	0.965095	-	-	-	-	0.846134	-	-	-	-	
31.25	16.188522	-	-	-	-	2.797601	-	-	-	-	0.923488	-	-	-	-	0.804895	-	-	-	-	
32.03125	16.174885	-	-	-	-	2.884405	-	-	-	-	0.990699	-	-	-	-	1.11217	-	-	-	-	
32.8125	16.084857	-	-	-	-	2.778647	-	-	-	-	0.909506	-	-	-	-	1.18625	-	-	-	-	
33.59375	16.403017	-	-	-	-	2.911384	-	-	-	-	1.00872	-	-	-	-	1.29992	-	-	-	-	
34.375	16.242722	-	-	-	-	2.954622	-	-	-	-	1.169018	-	-	-	-	1.29148	-	-	-	-	
35.15625	16.321039	-	-	-	-	2.929057	-	-	-	-	1.034593	-	-	-	-	1.29788	-	-	-	-	
35.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
35.9375	16.342168	-	-	-	-	2.898944	-	-	-	-	1.0234	-	-	-	-	1.2896	-	-	-	-	
36	9.67708022892	9.5456700325	9.76434493065	9.62748342752	9.73939365149	2.0895318538	2.04470586777	2.13115286827	2.07664614916	2.10294157267	0.727084100246	0.682492017746	0.760538101196	0.719010412693	0.746622383595	0.54432775	0.508499	0.574827	0.533801	0.55779375	
