	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
1	-	-	-	-	-	-	-	-	-	-	11.4352744669	11.1733028889	11.7440080643	11.2616240978	11.5577895045	7.68085	7.48338	7.90202	-	-	
1.1	-	-	-	-	-	-	-	-	-	-	11.744008	-	-	-	-	-	-	-	-	-	
1.2	-	-	-	-	-	-	-	-	-	-	11.557572	-	-	-	-	-	-	-	-	-	
1.3	-	-	-	-	-	-	-	-	-	-	11.391127	-	-	-	-	-	-	-	-	-	
1.4	-	-	-	-	-	-	-	-	-	-	11.352369	-	-	-	-	-	-	-	-	-	
1.5	-	-	-	-	-	-	-	-	-	-	11.286131	-	-	-	-	-	-	-	-	-	
1.6	-	-	-	-	-	-	-	-	-	-	11.557862	-	-	-	-	-	-	-	-	-	
1.7	-	-	-	-	-	-	-	-	-	-	11.442683	-	-	-	-	-	-	-	-	-	
1.8	-	-	-	-	-	-	-	-	-	-	11.662904	-	-	-	-	-	-	-	-	-	
1.9	-	-	-	-	-	-	-	-	-	-	11.642553	-	-	-	-	-	-	-	-	-	
2.0	-	-	-	-	-	-	-	-	-	-	11.182065	-	-	-	-	-	-	-	-	-	
2.1	-	-	-	-	-	-	-	-	-	-	11.173303	-	-	-	-	-	-	-	-	-	
2.2	-	-	-	-	-	-	-	-	-	-	11.253455	-	-	-	-	-	-	-	-	-	
2.3	-	-	-	-	-	-	-	-	-	-	11.394212	-	-	-	-	-	-	-	-	-	
2.4	-	-	-	-	-	-	-	-	-	-	11.243658	-	-	-	-	-	-	-	-	-	
2.5	-	-	-	-	-	-	-	-	-	-	11.535181	-	-	-	-	-	-	-	-	-	
2.6	-	-	-	-	-	-	-	-	-	-	11.545308	-	-	-	-	-	-	-	-	-	
4	73.6143205166	73.3055298328	74.106938839	73.4490271807	73.8360852599	6.80406473577	6.75327682495	6.87597680092	6.76672852039	6.84240353107	2.61521841586	2.58130002022	2.67805099487	2.58824807405	2.62633222342	1.98402	1.77654	2.38806	-	-	
4.1	73.762619	-	-	-	-	6.782448	-	-	-	-	2.610406	-	-	-	-	-	-	-	-	-	
4.2	73.452216	-	-	-	-	6.753277	-	-	-	-	2.5813	-	-	-	-	-	-	-	-	-	
4.3	73.449238	-	-	-	-	6.780352	-	-	-	-	2.603572	-	-	-	-	-	-	-	-	-	
4.4	73.510223	-	-	-	-	6.753288	-	-	-	-	2.586754	-	-	-	-	-	-	-	-	-	
4.5	73.944188	-	-	-	-	6.870718	-	-	-	-	2.671704	-	-	-	-	-	-	-	-	-	
4.6	73.534125	-	-	-	-	6.83939	-	-	-	-	2.593884	-	-	-	-	-	-	-	-	-	
4.7	73.994417	-	-	-	-	6.875977	-	-	-	-	2.676945	-	-	-	-	-	-	-	-	-	
4.8	73.448957	-	-	-	-	6.803452	-	-	-	-	2.626644	-	-	-	-	-	-	-	-	-	
4.9	73.310734	-	-	-	-	6.764802	-	-	-	-	2.584536	-	-	-	-	-	-	-	-	-	
5.0	74.106939	-	-	-	-	6.773865	-	-	-	-	2.622267	-	-	-	-	-	-	-	-	-	
5.1	73.339201	-	-	-	-	6.842941	-	-	-	-	2.625397	-	-	-	-	-	-	-	-	-	
5.2	73.736798	-	-	-	-	6.840791	-	-	-	-	2.60059	-	-	-	-	-	-	-	-	-	
5.3	73.30553	-	-	-	-	6.772508	-	-	-	-	2.60652	-	-	-	-	-	-	-	-	-	
5.4	73.592002	-	-	-	-	6.797097	-	-	-	-	2.582194	-	-	-	-	-	-	-	-	-	
5.5	73.481367	-	-	-	-	6.764785	-	-	-	-	2.59273	-	-	-	-	-	-	-	-	-	
5.6	73.860574	-	-	-	-	6.849345	-	-	-	-	2.678051	-	-	-	-	-	-	-	-	-	
9	34.2544211149	34.0849380493	34.7086851597	34.1348895431	34.257283628	3.18697875738	3.15443611145	3.23880004883	3.17017269135	3.20269787312	1.28154312074	1.25359082222	1.32109308243	1.25843375921	1.31176263094	1.08972	1.04404	1.17112	-	-	
9.1	34.708685	-	-	-	-	3.164657	-	-	-	-	1.258261	-	-	-	-	-	-	-	-	-	
9.2	34.660702	-	-	-	-	3.185564	-	-	-	-	1.310132	-	-	-	-	-	-	-	-	-	
9.3	34.13394	-	-	-	-	3.162492	-	-	-	-	1.261728	-	-	-	-	-	-	-	-	-	
9.4	34.257716	-	-	-	-	3.203489	-	-	-	-	1.280358	-	-	-	-	-	-	-	-	-	
9.5	34.215187	-	-	-	-	3.179556	-	-	-	-	1.268908	-	-	-	-	-	-	-	-	-	
9.6	34.345452	-	-	-	-	3.190869	-	-	-	-	1.269713	-	-	-	-	-	-	-	-	-	
9.7	34.182777	-	-	-	-	3.188754	-	-	-	-	1.276933	-	-	-	-	-	-	-	-	-	
9.8	34.193378	-	-	-	-	3.2388	-	-	-	-	1.319212	-	-	-	-	-	-	-	-	-	
9.9	34.255986	-	-	-	-	3.213532	-	-	-	-	1.312306	-	-	-	-	-	-	-	-	-	
10.0	34.137738	-	-	-	-	3.169011	-	-	-	-	1.254988	-	-	-	-	-	-	-	-	-	
10.1	34.111997	-	-	-	-	3.173658	-	-	-	-	1.257821	-	-	-	-	-	-	-	-	-	
10.2	34.239043	-	-	-	-	3.200325	-	-	-	-	1.282079	-	-	-	-	-	-	-	-	-	
10.3	34.104259	-	-	-	-	3.176068	-	-	-	-	1.253591	-	-	-	-	-	-	-	-	-	
10.4	34.084938	-	-	-	-	3.154436	-	-	-	-	1.258952	-	-	-	-	-	-	-	-	-	
10.5	34.215945	-	-	-	-	3.183739	-	-	-	-	1.318615	-	-	-	-	-	-	-	-	-	
10.6	34.222994	-	-	-	-	3.20671	-	-	-	-	1.321093	-	-	-	-	-	-	-	-	-	
16	19.6719026417	19.5680270195	19.7774810791	19.6217119694	19.7191520333	1.87855066359	1.85046291351	1.9159989357	1.86292952299	1.89478182793	0.743749797344	0.726421117783	0.762045860291	0.730617463589	0.755270242691	0.565254	0.548704	0.584049	-	-	
16.1	19.714691	-	-	-	-	1.873511	-	-	-	-	0.737735	-	-	-	-	-	-	-	-	-	
16.2	19.61629	-	-	-	-	1.872007	-	-	-	-	0.729746	-	-	-	-	-	-	-	-	-	
16.3	19.745328	-	-	-	-	1.910152	-	-	-	-	0.758838	-	-	-	-	-	-	-	-	-	
16.4	19.633556	-	-	-	-	1.880111	-	-	-	-	0.744765	-	-	-	-	-	-	-	-	-	
16.5	19.652159	-	-	-	-	1.862852	-	-	-	-	0.730706	-	-	-	-	-	-	-	-	-	
16.6	19.666877	-	-	-	-	1.863162	-	-	-	-	0.730588	-	-	-	-	-	-	-	-	-	
16.7	19.70023	-	-	-	-	1.850463	-	-	-	-	0.726421	-	-	-	-	-	-	-	-	-	
16.8	19.71401	-	-	-	-	1.881124	-	-	-	-	0.750643	-	-	-	-	-	-	-	-	-	
16.9	19.568027	-	-	-	-	1.869303	-	-	-	-	0.744456	-	-	-	-	-	-	-	-	-	
17.0	19.651785	-	-	-	-	1.883201	-	-	-	-	0.756403	-	-	-	-	-	-	-	-	-	
17.1	19.617764	-	-	-	-	1.882759	-	-	-	-	0.75598	-	-	-	-	-	-	-	-	-	
17.2	19.72893	-	-	-	-	1.85643	-	-	-	-	0.740327	-	-	-	-	-	-	-	-	-	
17.3	19.777481	-	-	-	-	1.915999	-	-	-	-	0.762046	-	-	-	-	-	-	-	-	-	
17.4	19.572829	-	-	-	-	1.851548	-	-	-	-	0.730278	-	-	-	-	-	-	-	-	-	
17.5	19.669846	-	-	-	-	1.905547	-	-	-	-	0.753141	-	-	-	-	-	-	-	-	-	
17.6	19.720639	-	-	-	-	1.898642	-	-	-	-	0.747924	-	-	-	-	-	-	-	-	-	
25	13.9021844119	13.5598599911	14.3637800217	13.6362515688	14.0806384087	1.3041023761	1.28585195541	1.31845903397	1.29660838842	1.31491357088	0.529489398003	0.518478155136	0.539636135101	0.52243489027	0.536465406418	0.437177	0.422304	0.448999	-	-	
25.1	14.083213	-	-	-	-	1.315946	-	-	-	-	0.539404	-	-	-	-	-	-	-	-	-	
