	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
25.2	14.120428	-	-	-	-	1.318459	-	-	-	-	0.539636	-	-	-	-	-	-	-	-	-	
25.3	14.052796	-	-	-	-	1.314054	-	-	-	-	0.537939	-	-	-	-	-	-	-	-	-	
25.4	14.36378	-	-	-	-	1.316235	-	-	-	-	0.536645	-	-	-	-	-	-	-	-	-	
25.5	14.10551	-	-	-	-	1.301476	-	-	-	-	0.530417	-	-	-	-	-	-	-	-	-	
25.6	14.015551	-	-	-	-	1.296037	-	-	-	-	0.525154	-	-	-	-	-	-	-	-	-	
25.7	13.995486	-	-	-	-	1.285852	-	-	-	-	0.518478	-	-	-	-	-	-	-	-	-	
25.8	14.066658	-	-	-	-	1.302159	-	-	-	-	0.529084	-	-	-	-	-	-	-	-	-	
25.9	14.072915	-	-	-	-	1.30479	-	-	-	-	0.530798	-	-	-	-	-	-	-	-	-	
26.0	13.793523	-	-	-	-	1.30165	-	-	-	-	0.527626	-	-	-	-	-	-	-	-	-	
26.1	13.695008	-	-	-	-	1.298322	-	-	-	-	0.520216	-	-	-	-	-	-	-	-	-	
26.2	13.573194	-	-	-	-	1.293358	-	-	-	-	0.51951	-	-	-	-	-	-	-	-	-	
26.3	13.55986	-	-	-	-	1.292664	-	-	-	-	0.521623	-	-	-	-	-	-	-	-	-	
26.4	13.588283	-	-	-	-	1.306862	-	-	-	-	0.534503	-	-	-	-	-	-	-	-	-	
26.5	13.616666	-	-	-	-	1.3152	-	-	-	-	0.535926	-	-	-	-	-	-	-	-	-	
26.6	13.732079	-	-	-	-	1.302574	-	-	-	-	0.524871	-	-	-	-	-	-	-	-	-	
36	9.68050974607	9.59208703041	9.8473610878	9.63416433334	9.71681797504	1.02134692669	0.936380147934	1.55799007416	0.943321406841	0.958945035934	0.479775726795	0.411142110825	0.794707775116	0.417881548405	0.533254563808	0.295227	0.289373	0.300634	-	-	
36.1	9.653832	-	-	-	-	0.959419	-	-	-	-	0.426858	-	-	-	-	-	-	-	-	-	
36.2	9.592087	-	-	-	-	0.939394	-	-	-	-	0.417653	-	-	-	-	-	-	-	-	-	
36.3	9.645902	-	-	-	-	0.937773	-	-	-	-	0.539972	-	-	-	-	-	-	-	-	-	
36.4	9.66829	-	-	-	-	0.955499	-	-	-	-	0.551437	-	-	-	-	-	-	-	-	-	
36.5	9.738413	-	-	-	-	0.957523	-	-	-	-	0.539221	-	-	-	-	-	-	-	-	-	
36.6	9.719893	-	-	-	-	0.93638	-	-	-	-	0.515355	-	-	-	-	-	-	-	-	-	
36.7	9.672239	-	-	-	-	0.953952	-	-	-	-	0.794708	-	-	-	-	-	-	-	-	-	
36.8	9.75665	-	-	-	-	1.55799	-	-	-	-	0.509903	-	-	-	-	-	-	-	-	-	
36.9	9.630284	-	-	-	-	1.470119	-	-	-	-	0.4444	-	-	-	-	-	-	-	-	-	
37.0	9.707593	-	-	-	-	0.954792	-	-	-	-	0.419586	-	-	-	-	-	-	-	-	-	
37.1	9.703545	-	-	-	-	0.951517	-	-	-	-	0.418567	-	-	-	-	-	-	-	-	-	
37.2	9.607751	-	-	-	-	0.941692	-	-	-	-	0.411142	-	-	-	-	-	-	-	-	-	
37.3	9.645806	-	-	-	-	0.94821	-	-	-	-	0.417365	-	-	-	-	-	-	-	-	-	
37.4	9.690831	-	-	-	-	0.950609	-	-	-	-	0.41563	-	-	-	-	-	-	-	-	-	
37.5	9.847361	-	-	-	-	0.974033	-	-	-	-	0.434327	-	-	-	-	-	-	-	-	-	
37.6	9.607679	-	-	-	-	0.952649	-	-	-	-	0.420287	-	-	-	-	-	-	-	-	-	
