	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
1	-	-	-	-	-	-	-	-	-	-	22.080258	20.9178068638	22.6744349003	21.4968933463	22.3943784237	16.4559	15.5355	17.191	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
4	84.814586103	84.190294981	87.3496878147	84.398191154	84.8864001036	14.5282031	14.3178830147	14.8774180412	14.4142808914	14.6107994318	4.78506548703	4.5847799778	4.92337298393	4.67820203304	4.87583094835	3.69599	3.48683	3.80014	-	-	
4.125	85.535771	-	-	-	-	14.877418	-	-	-	-	4.916302	-	-	-	-	-	-	-	-	-	
4.25	84.91684	-	-	-	-	14.777647	-	-	-	-	4.866246	-	-	-	-	-	-	-	-	-	
4.375	85.133365	-	-	-	-	14.658489	-	-	-	-	4.923373	-	-	-	-	-	-	-	-	-	
4.5	84.547025	-	-	-	-	14.594952	-	-	-	-	4.856269	-	-	-	-	-	-	-	-	-	
4.625	84.301161	-	-	-	-	14.397894	-	-	-	-	4.761725	-	-	-	-	-	-	-	-	-	
4.75	87.349688	-	-	-	-	14.477365	-	-	-	-	4.696427	-	-	-	-	-	-	-	-	-	
4.875	84.190295	-	-	-	-	14.335862	-	-	-	-	4.613602	-	-	-	-	-	-	-	-	-	
5.0	84.659281	-	-	-	-	14.317883	-	-	-	-	4.59265	-	-	-	-	-	-	-	-	-	
5.125	84.780295	-	-	-	-	14.524795	-	-	-	-	4.879026	-	-	-	-	-	-	-	-	-	
5.25	84.79508	-	-	-	-	14.529728	-	-	-	-	4.805452	-	-	-	-	-	-	-	-	-	
5.375	84.396416	-	-	-	-	14.616082	-	-	-	-	4.82562	-	-	-	-	-	-	-	-	-	
5.5	84.657221	-	-	-	-	14.496001	-	-	-	-	4.842849	-	-	-	-	-	-	-	-	-	
5.625	84.473654	-	-	-	-	14.463442	-	-	-	-	4.894831	-	-	-	-	-	-	-	-	-	
5.75	84.387181	-	-	-	-	14.520501	-	-	-	-	4.829769	-	-	-	-	-	-	-	-	-	
5.875	84.403516	-	-	-	-	14.517038	-	-	-	-	4.672127	-	-	-	-	-	-	-	-	-	
6.0	84.506588	-	-	-	-	14.346153	-	-	-	-	4.58478	-	-	-	-	-	-	-	-	-	
9	39.697944209	39.503538847	39.8567450047	39.6349313855	39.7843696475	6.96312089264	6.85790300369	7.10876488686	6.87057298422	7.04649490118	2.34542155266	2.24147891998	2.44867014885	2.25769555569	2.42759531736	2.06103	1.92204	2.18169	-	-	
9.25	39.811987	-	-	-	-	7.108765	-	-	-	-	2.406566	-	-	-	-	-	-	-	-	-	
9.5	39.786122	-	-	-	-	7.04728	-	-	-	-	2.444378	-	-	-	-	-	-	-	-	-	
9.75	39.856745	-	-	-	-	6.864627	-	-	-	-	2.266655	-	-	-	-	-	-	-	-	-	
10.0	39.56023	-	-	-	-	6.882274	-	-	-	-	2.253795	-	-	-	-	-	-	-	-	-	
10.25	39.553815	-	-	-	-	6.863088	-	-	-	-	2.284157	-	-	-	-	-	-	-	-	-	
10.5	39.656016	-	-	-	-	6.988061	-	-	-	-	2.380032	-	-	-	-	-	-	-	-	-	
10.75	39.706801	-	-	-	-	6.869623	-	-	-	-	2.241479	-	-	-	-	-	-	-	-	-	
11.0	39.503539	-	-	-	-	6.873423	-	-	-	-	2.254985	-	-	-	-	-	-	-	-	-	
11.25	39.629114	-	-	-	-	6.857903	-	-	-	-	2.253202	-	-	-	-	-	-	-	-	-	
11.5	39.832622	-	-	-	-	7.053025	-	-	-	-	2.426927	-	-	-	-	-	-	-	-	-	
11.75	39.698975	-	-	-	-	7.069769	-	-	-	-	2.44867	-	-	-	-	-	-	-	-	-	
12.0	39.701332	-	-	-	-	7.022534	-	-	-	-	2.403436	-	-	-	-	-	-	-	-	-	
12.25	39.6742	-	-	-	-	6.922569	-	-	-	-	2.333385	-	-	-	-	-	-	-	-	-	
12.5	39.652383	-	-	-	-	6.90207	-	-	-	-	2.265827	-	-	-	-	-	-	-	-	-	
12.75	39.779113	-	-	-	-	7.040783	-	-	-	-	2.427818	-	-	-	-	-	-	-	-	-	
13.0	39.764113	-	-	-	-	7.04414	-	-	-	-	2.435433	-	-	-	-	-	-	-	-	-	
16	22.9170479476	22.7381370068	23.2213490009	22.8412555456	22.9751082659	4.10484547913	4.01335096359	4.37927603722	4.04308873415	4.11932766438	1.35010918975	1.29524898529	1.42252612114	1.30686485767	1.39649307728	1.74314	1.49502	1.9193	-	-	
16.5	23.221349	-	-	-	-	4.132028	-	-	-	-	1.422526	-	-	-	-	-	-	-	-	-	
17.0	22.945203	-	-	-	-	4.018259	-	-	-	-	1.295527	-	-	-	-	-	-	-	-	-	
17.5	22.848659	-	-	-	-	4.042758	-	-	-	-	1.3176	-	-	-	-	-	-	-	-	-	
18.0	22.910204	-	-	-	-	4.018583	-	-	-	-	1.295249	-	-	-	-	-	-	-	-	-	
18.5	23.086777	-	-	-	-	4.109718	-	-	-	-	1.397413	-	-	-	-	-	-	-	-	-	
19.0	22.856748	-	-	-	-	4.079542	-	-	-	-	1.347571	-	-	-	-	-	-	-	-	-	
19.5	22.838788	-	-	-	-	4.087772	-	-	-	-	1.346078	-	-	-	-	-	-	-	-	-	
20.0	22.962131	-	-	-	-	4.088475	-	-	-	-	1.372509	-	-	-	-	-	-	-	-	-	
20.5	22.989602	-	-	-	-	4.122531	-	-	-	-	1.41989	-	-	-	-	-	-	-	-	-	
21.0	22.950667	-	-	-	-	4.044081	-	-	-	-	1.315102	-	-	-	-	-	-	-	-	-	
21.5	22.785591	-	-	-	-	4.013351	-	-	-	-	1.296949	-	-	-	-	-	-	-	-	-	
22.0	22.831756	-	-	-	-	4.045031	-	-	-	-	1.329041	-	-	-	-	-	-	-	-	-	
22.5	22.874593	-	-	-	-	4.063752	-	-	-	-	1.340039	-	-	-	-	-	-	-	-	-	
23.0	22.738137	-	-	-	-	4.067972	-	-	-	-	1.304119	-	-	-	-	-	-	-	-	-	
23.5	22.979434	-	-	-	-	4.379276	-	-	-	-	1.4084	-	-	-	-	-	-	-	-	-	
24.0	22.853129	-	-	-	-	4.364399	-	-	-	-	1.393734	-	-	-	-	-	-	-	-	-	
25	16.2147549391	16.084856987	16.4030168056	16.1573995948	16.3014597297	2.86682358384	2.77864694595	2.95462203026	2.80947363377	2.90827411413	0.984831258655	0.909506082535	1.16901779175	0.926604628563	1.02926123142	1.0312	0.781213	1.29992	-	-	
25.75	16.114642	-	-	-	-	2.844271	-	-	-	-	0.936082	-	-	-	-	-	-	-	-	-	
26.5	16.231995	-	-	-	-	2.886984	-	-	-	-	0.987933	-	-	-	-	-	-	-	-	-	
27.25	16.157848	-	-	-	-	2.809234	-	-	-	-	0.929556	-	-	-	-	-	-	-	-	-	
28.0	16.173575	-	-	-	-	2.810192	-	-	-	-	0.925621	-	-	-	-	-	-	-	-	-	
28.75	16.211887	-	-	-	-	2.880637	-	-	-	-	0.966812	-	-	-	-	-	-	-	-	-	
29.5	16.10465	-	-	-	-	2.804931	-	-	-	-	0.920671	-	-	-	-	-	-	-	-	-	
30.25	16.15725	-	-	-	-	2.848814	-	-	-	-	0.965095	-	-	-	-	-	-	-	-	-	
31.0	16.188522	-	-	-	-	2.797601	-	-	-	-	0.923488	-	-	-	-	-	-	-	-	-	
31.75	16.174885	-	-	-	-	2.884405	-	-	-	-	0.990699	-	-	-	-	-	-	-	-	-	
32.5	16.084857	-	-	-	-	2.778647	-	-	-	-	0.909506	-	-	-	-	-	-	-	-	-	
33.25	16.403017	-	-	-	-	2.911384	-	-	-	-	1.00872	-	-	-	-	-	-	-	-	-	
34.0	16.242722	-	-	-	-	2.954622	-	-	-	-	1.169018	-	-	-	-	-	-	-	-	-	
34.75	16.321039	-	-	-	-	2.929057	-	-	-	-	1.034593	-	-	-	-	-	-	-	-	-	
35.5	16.342168	-	-	-	-	2.898944	-	-	-	-	1.0234	-	-	-	-	-	-	-	-	-	
36	11.6734204888	11.0711529255	15.9264290333	11.1125973463	11.2392409444	2.14440536499	2.05412721634	2.87756109238	2.08152461052	2.11771649122	0.742281705141	0.695285081863	0.770642995834	0.732767999172	0.765024483204	0.544328	0.508499	0.574827	-	-	
36.25	16.327575	-	-	-	-	2.932301	-	-	-	-	1.031215	-	-	-	-	-	-	-	-	-	
37.0	16.199447	-	-	-	-	2.897153	-	-	-	-	1.034892	-	-	-	-	-	-	-	-	-	
37.125	15.926429	-	-	-	-	2.132112	-	-	-	-	0.768116	-	-	-	-	-	-	-	-	-	
38.25	11.171842	-	-	-	-	2.112464	-	-	-	-	0.757144	-	-	-	-	-	-	-	-	-	
39.375	11.172997	-	-	-	-	2.11671	-	-	-	-	0.761648	-	-	-	-	-	-	-	-	-	
40.5	11.110777	-	-	-	-	2.056748	-	-	-	-	0.695285	-	-	-	-	-	-	-	-	-	
41.625	11.118058	-	-	-	-	2.059937	-	-	-	-	0.700963	-	-	-	-	-	-	-	-	-	
42.75	11.432064	-	-	-	-	2.096274	-	-	-	-	0.737186	-	-	-	-	-	-	-	-	-	
43.875	11.239601	-	-	-	-	2.096114	-	-	-	-	0.74543	-	-	-	-	-	-	-	-	-	
45.0	11.187892	-	-	-	-	2.134021	-	-	-	-	0.770643	-	-	-	-	-	-	-	-	-	
46.125	11.238161	-	-	-	-	2.081848	-	-	-	-	0.732255	-	-	-	-	-	-	-	-	-	
47.25	11.215551	-	-	-	-	2.081417	-	-	-	-	0.736447	-	-	-	-	-	-	-	-	-	
48.375	11.181345	-	-	-	-	2.110614	-	-	-	-	0.763064	-	-	-	-	-	-	-	-	-	
49.5	11.071153	-	-	-	-	2.054127	-	-	-	-	0.698053	-	-	-	-	-	-	-	-	-	
50.625	11.228684	-	-	-	-	2.118052	-	-	-	-	0.765678	-	-	-	-	-	-	-	-	-	
51.75	11.096219	-	-	-	-	2.097912	-	-	-	-	0.742919	-	-	-	-	-	-	-	-	-	
52.875	11.103374	-	-	-	-	2.084575	-	-	-	-	0.734307	-	-	-	-	-	-	-	-	-	
54.0	14.280581	-	-	-	-	2.877561	-	-	-	-	0.767369	-	-	-	-	-	-	-	-	-	
