	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1	-	-	-	-	-	-	-	-	-	-	11.4352744669	11.1733028889	11.7440080643	11.2616240978	11.5577895045	7.680844375	7.48338	7.90202	7.580905	7.8173325	
1.03125	-	-	-	-	-	-	-	-	-	-	11.744008	-	-	-	-	7.78158	-	-	-	-	
1.0625	-	-	-	-	-	-	-	-	-	-	11.557572	-	-	-	-	7.64556	-	-	-	-	
1.09375	-	-	-	-	-	-	-	-	-	-	11.391127	-	-	-	-	7.62251	-	-	-	-	
1.125	-	-	-	-	-	-	-	-	-	-	11.352369	-	-	-	-	7.62865	-	-	-	-	
1.15625	-	-	-	-	-	-	-	-	-	-	11.286131	-	-	-	-	7.59572	-	-	-	-	
1.1875	-	-	-	-	-	-	-	-	-	-	11.557862	-	-	-	-	7.68888	-	-	-	-	
1.21875	-	-	-	-	-	-	-	-	-	-	11.442683	-	-	-	-	7.58055	-	-	-	-	
1.25	-	-	-	-	-	-	-	-	-	-	11.662904	-	-	-	-	7.90202	-	-	-	-	
1.28125	-	-	-	-	-	-	-	-	-	-	11.642553	-	-	-	-	7.88988	-	-	-	-	
1.3125	-	-	-	-	-	-	-	-	-	-	11.182065	-	-	-	-	7.49389	-	-	-	-	
1.34375	-	-	-	-	-	-	-	-	-	-	11.173303	-	-	-	-	7.48338	-	-	-	-	
1.375	-	-	-	-	-	-	-	-	-	-	11.253455	-	-	-	-	7.58197	-	-	-	-	
1.40625	-	-	-	-	-	-	-	-	-	-	11.394212	-	-	-	-	7.76202	-	-	-	-	
1.4375	-	-	-	-	-	-	-	-	-	-	11.243658	-	-	-	-	7.51461	-	-	-	-	
1.46875	-	-	-	-	-	-	-	-	-	-	11.535181	-	-	-	-	7.82925	-	-	-	-	
1.5	-	-	-	-	-	-	-	-	-	-	11.545308	-	-	-	-	7.89304	-	-	-	-	
3.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
4	73.6143205166	73.3055298328	74.106938839	73.4490271807	73.8360852599	6.80406473577	6.75327682495	6.87597680092	6.76672852039	6.84240353107	2.61521841586	2.58130002022	2.67805099487	2.58824807405	2.62633222342	1.984020625	1.77654	2.38806	1.80691	2.1870625	
4.125	73.762619	-	-	-	-	6.782448	-	-	-	-	2.610406	-	-	-	-	2.32471	-	-	-	-	
4.25	73.452216	-	-	-	-	6.753277	-	-	-	-	2.5813	-	-	-	-	2.35182	-	-	-	-	
4.375	73.449238	-	-	-	-	6.780352	-	-	-	-	2.603572	-	-	-	-	2.38806	-	-	-	-	
4.5	73.510223	-	-	-	-	6.753288	-	-	-	-	2.586754	-	-	-	-	2.24998	-	-	-	-	
4.625	73.944188	-	-	-	-	6.870718	-	-	-	-	2.671704	-	-	-	-	1.98423	-	-	-	-	
4.75	73.534125	-	-	-	-	6.83939	-	-	-	-	2.593884	-	-	-	-	1.93688	-	-	-	-	
4.875	73.994417	-	-	-	-	6.875977	-	-	-	-	2.676945	-	-	-	-	1.99831	-	-	-	-	
5.0	73.448957	-	-	-	-	6.803452	-	-	-	-	2.626644	-	-	-	-	1.94062	-	-	-	-	
5.125	73.310734	-	-	-	-	6.764802	-	-	-	-	2.584536	-	-	-	-	1.86699	-	-	-	-	
5.25	74.106939	-	-	-	-	6.773865	-	-	-	-	2.622267	-	-	-	-	1.80183	-	-	-	-	
5.375	73.339201	-	-	-	-	6.842941	-	-	-	-	2.625397	-	-	-	-	1.83761	-	-	-	-	
5.5	73.736798	-	-	-	-	6.840791	-	-	-	-	2.60059	-	-	-	-	1.82215	-	-	-	-	
5.625	73.30553	-	-	-	-	6.772508	-	-	-	-	2.60652	-	-	-	-	1.79499	-	-	-	-	
5.75	73.592002	-	-	-	-	6.797097	-	-	-	-	2.582194	-	-	-	-	1.80014	-	-	-	-	
5.875	73.481367	-	-	-	-	6.764785	-	-	-	-	2.59273	-	-	-	-	1.77654	-	-	-	-	
6.0	73.860574	-	-	-	-	6.849345	-	-	-	-	2.678051	-	-	-	-	1.86947	-	-	-	-	
8.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
9	34.2544211149	34.0849380493	34.7086851597	34.1348895431	34.257283628	3.18697875738	3.15443611145	3.23880004883	3.17017269135	3.20269787312	1.28154312074	1.25359082222	1.32109308243	1.25843375921	1.31176263094	1.08972375	1.04404	1.17112	1.0567825	1.107675	
9.28125	34.708685	-	-	-	-	3.164657	-	-	-	-	1.258261	-	-	-	-	1.15038	-	-	-	-	
9.5625	34.660702	-	-	-	-	3.185564	-	-	-	-	1.310132	-	-	-	-	1.17112	-	-	-	-	
9.84375	34.13394	-	-	-	-	3.162492	-	-	-	-	1.261728	-	-	-	-	1.10818	-	-	-	-	
10.125	34.257716	-	-	-	-	3.203489	-	-	-	-	1.280358	-	-	-	-	1.10892	-	-	-	-	
10.40625	34.215187	-	-	-	-	3.179556	-	-	-	-	1.268908	-	-	-	-	1.09107	-	-	-	-	
10.6875	34.345452	-	-	-	-	3.190869	-	-	-	-	1.269713	-	-	-	-	1.07175	-	-	-	-	
10.96875	34.182777	-	-	-	-	3.188754	-	-	-	-	1.276933	-	-	-	-	1.06702	-	-	-	-	
11.25	34.193378	-	-	-	-	3.2388	-	-	-	-	1.319212	-	-	-	-	1.10197	-	-	-	-	
11.53125	34.255986	-	-	-	-	3.213532	-	-	-	-	1.312306	-	-	-	-	1.09088	-	-	-	-	
11.8125	34.137738	-	-	-	-	3.169011	-	-	-	-	1.254988	-	-	-	-	1.04587	-	-	-	-	
12.09375	34.111997	-	-	-	-	3.173658	-	-	-	-	1.257821	-	-	-	-	1.05337	-	-	-	-	
12.375	34.239043	-	-	-	-	3.200325	-	-	-	-	1.282079	-	-	-	-	1.07745	-	-	-	-	
12.65625	34.104259	-	-	-	-	3.176068	-	-	-	-	1.253591	-	-	-	-	1.04404	-	-	-	-	
12.9375	34.084938	-	-	-	-	3.154436	-	-	-	-	1.258952	-	-	-	-	1.04513	-	-	-	-	
13.21875	34.215945	-	-	-	-	3.183739	-	-	-	-	1.318615	-	-	-	-	1.10616	-	-	-	-	
13.5	34.222994	-	-	-	-	3.20671	-	-	-	-	1.321093	-	-	-	-	1.10227	-	-	-	-	
15.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
16	19.6719026417	19.5680270195	19.7774810791	19.6217119694	19.7191520333	1.87855066359	1.85046291351	1.9159989357	1.86292952299	1.89478182793	0.743749797344	0.726421117783	0.762045860291	0.730617463589	0.755270242691	0.5652536875	0.548704	0.584049	0.5541705	0.5738905	
16.5	19.714691	-	-	-	-	1.873511	-	-	-	-	0.737735	-	-	-	-	0.562841	-	-	-	-	
17.0	19.61629	-	-	-	-	1.872007	-	-	-	-	0.729746	-	-	-	-	0.548704	-	-	-	-	
17.5	19.745328	-	-	-	-	1.910152	-	-	-	-	0.758838	-	-	-	-	0.578401	-	-	-	-	
18.0	19.633556	-	-	-	-	1.880111	-	-	-	-	0.744765	-	-	-	-	0.567854	-	-	-	-	
18.5	19.652159	-	-	-	-	1.862852	-	-	-	-	0.730706	-	-	-	-	0.550878	-	-	-	-	
19.0	19.666877	-	-	-	-	1.863162	-	-	-	-	0.730588	-	-	-	-	0.552559	-	-	-	-	
19.5	19.70023	-	-	-	-	1.850463	-	-	-	-	0.726421	-	-	-	-	0.553978	-	-	-	-	
20.0	19.71401	-	-	-	-	1.881124	-	-	-	-	0.750643	-	-	-	-	0.574066	-	-	-	-	
20.5	19.568027	-	-	-	-	1.869303	-	-	-	-	0.744456	-	-	-	-	0.564806	-	-	-	-	
21.0	19.651785	-	-	-	-	1.883201	-	-	-	-	0.756403	-	-	-	-	0.578879	-	-	-	-	
21.5	19.617764	-	-	-	-	1.882759	-	-	-	-	0.75598	-	-	-	-	0.573364	-	-	-	-	
22.0	19.72893	-	-	-	-	1.85643	-	-	-	-	0.740327	-	-	-	-	0.562375	-	-	-	-	
22.5	19.777481	-	-	-	-	1.915999	-	-	-	-	0.762046	-	-	-	-	0.584049	-	-	-	-	
23.0	19.572829	-	-	-	-	1.851548	-	-	-	-	0.730278	-	-	-	-	0.554748	-	-	-	-	
23.5	19.669846	-	-	-	-	1.905547	-	-	-	-	0.753141	-	-	-	-	0.571847	-	-	-	-	
24.0	19.720639	-	-	-	-	1.898642	-	-	-	-	0.747924	-	-	-	-	0.56471	-	-	-	-	
24.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
25	13.9021844119	13.5598599911	14.3637800217	13.6362515688	14.0806384087	1.3041023761	1.28585195541	1.31845903397	1.29660838842	1.31491357088	0.529489398003	0.518478155136	0.539636135101	0.52243489027	0.536465406418	0.4371768125	0.422304	0.448999	0.4289075	0.447354	
25.78125	14.083213	-	-	-	-	1.315946	-	-	-	-	0.539404	-	-	-	-	0.44426	-	-	-	-	
26.5625	14.120428	-	-	-	-	1.318459	-	-	-	-	0.539636	-	-	-	-	0.448999	-	-	-	-	
27.34375	14.052796	-	-	-	-	1.314054	-	-	-	-	0.537939	-	-	-	-	0.446571	-	-	-	-	
28.125	14.36378	-	-	-	-	1.316235	-	-	-	-	0.536645	-	-	-	-	0.448886	-	-	-	-	
28.90625	14.10551	-	-	-	-	1.301476	-	-	-	-	0.530417	-	-	-	-	0.432811	-	-	-	-	
29.6875	14.015551	-	-	-	-	1.296037	-	-	-	-	0.525154	-	-	-	-	0.432019	-	-	-	-	
30.46875	13.995486	-	-	-	-	1.285852	-	-	-	-	0.518478	-	-	-	-	0.422304	-	-	-	-	
31.25	14.066658	-	-	-	-	1.302159	-	-	-	-	0.529084	-	-	-	-	0.435865	-	-	-	-	
32.03125	14.072915	-	-	-	-	1.30479	-	-	-	-	0.530798	-	-	-	-	0.439158	-	-	-	-	
32.8125	13.793523	-	-	-	-	1.30165	-	-	-	-	0.527626	-	-	-	-	0.436017	-	-	-	-	
33.59375	13.695008	-	-	-	-	1.298322	-	-	-	-	0.520216	-	-	-	-	0.42486	-	-	-	-	
34.375	13.573194	-	-	-	-	1.293358	-	-	-	-	0.51951	-	-	-	-	0.427634	-	-	-	-	
35.15625	13.55986	-	-	-	-	1.292664	-	-	-	-	0.521623	-	-	-	-	0.42804	-	-	-	-	
35.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
35.9375	13.588283	-	-	-	-	1.306862	-	-	-	-	0.534503	-	-	-	-	0.447615	-	-	-	-	
36	8.44070506096	8.20306301117	11.0493249893	8.2304059267	8.32365709543	0.964719608426	0.953274011612	0.982063055038	0.956882238388	0.971409022808	0.434267863631	0.425852060318	0.445191860199	0.427654147148	0.440807104111	0.295227375	0.289373	0.300634	0.291862	0.298562	
36.71875	13.616666	-	-	-	-	1.3152	-	-	-	-	0.535926	-	-	-	-	0.44828	-	-	-	-	
37.125	8.238679	-	-	-	-	0.965725	-	-	-	-	0.431696	-	-	-	-	0.2975	-	-	-	-	
37.5	13.732079	-	-	-	-	1.302574	-	-	-	-	0.524871	-	-	-	-	0.43151	-	-	-	-	
38.25	8.207858	-	-	-	-	0.960318	-	-	-	-	0.43184	-	-	-	-	0.292354	-	-	-	-	
39.375	8.265058	-	-	-	-	0.963643	-	-	-	-	0.427061	-	-	-	-	0.292638	-	-	-	-	
40.5	8.334037	-	-	-	-	0.982063	-	-	-	-	0.444364	-	-	-	-	0.297914	-	-	-	-	
41.625	8.292518	-	-	-	-	0.974855	-	-	-	-	0.441986	-	-	-	-	0.300074	-	-	-	-	
42.75	8.270858	-	-	-	-	0.956646	-	-	-	-	0.428708	-	-	-	-	0.289373	-	-	-	-	
43.875	8.244683	-	-	-	-	0.972093	-	-	-	-	0.441192	-	-	-	-	0.300355	-	-	-	-	
45.0	8.22922	-	-	-	-	0.975807	-	-	-	-	0.438385	-	-	-	-	0.300634	-	-	-	-	
46.125	8.347153	-	-	-	-	0.962796	-	-	-	-	0.430757	-	-	-	-	0.295777	-	-	-	-	
47.25	8.261022	-	-	-	-	0.966543	-	-	-	-	0.439652	-	-	-	-	0.29104	-	-	-	-	
48.375	8.228885	-	-	-	-	0.954865	-	-	-	-	0.4319	-	-	-	-	0.294886	-	-	-	-	
49.5	8.203063	-	-	-	-	0.953274	-	-	-	-	0.426204	-	-	-	-	0.289502	-	-	-	-	
50.625	11.049325	-	-	-	-	0.954429	-	-	-	-	0.427303	-	-	-	-	0.291698	-	-	-	-	
51.75	8.233964	-	-	-	-	0.957591	-	-	-	-	0.425852	-	-	-	-	0.293664	-	-	-	-	
52.875	8.391185	-	-	-	-	0.969357	-	-	-	-	0.445192	-	-	-	-	0.298778	-	-	-	-	
54.0	8.253773	-	-	-	-	0.965508	-	-	-	-	0.436194	-	-	-	-	0.297451	-	-	-	-	
