	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
4.5	56.983548	-	-	-	-	1.194544	-	-	-	-	0.797553	-	-	-	-	0.762431	-	-	-	-	
4.625	57.224145	-	-	-	-	1.204988	-	-	-	-	0.806347	-	-	-	-	0.775331	-	-	-	-	
4.75	56.981718	-	-	-	-	1.208292	-	-	-	-	0.807366	-	-	-	-	0.774441	-	-	-	-	
4.875	56.83431	-	-	-	-	1.203291	-	-	-	-	0.798025	-	-	-	-	0.739376	-	-	-	-	
5.0	56.852096	-	-	-	-	1.225063	-	-	-	-	0.81355	-	-	-	-	0.76188	-	-	-	-	
5.125	57.742234	-	-	-	-	1.207427	-	-	-	-	0.800748	-	-	-	-	0.747751	-	-	-	-	
5.25	56.414962	-	-	-	-	1.213156	-	-	-	-	0.80585	-	-	-	-	0.750228	-	-	-	-	
5.375	56.860455	-	-	-	-	1.214595	-	-	-	-	0.805616	-	-	-	-	0.745422	-	-	-	-	
5.5	56.389213	-	-	-	-	1.216317	-	-	-	-	0.809506	-	-	-	-	0.756107	-	-	-	-	
5.625	56.556976	-	-	-	-	1.216943	-	-	-	-	0.810264	-	-	-	-	0.7631	-	-	-	-	
5.75	57.078836	-	-	-	-	1.2225	-	-	-	-	0.812369	-	-	-	-	0.759599	-	-	-	-	
5.875	56.299648	-	-	-	-	1.210031	-	-	-	-	0.804672	-	-	-	-	0.743935	-	-	-	-	
6.0	56.615772	-	-	-	-	1.229216	-	-	-	-	0.816248	-	-	-	-	0.770361	-	-	-	-	
8.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
9	25.9176743925	25.75978899	26.0867378712	25.8366210461	25.9686434865	0.61043292284	0.599483013153	0.616354942322	0.608114421368	0.613321244717	0.417765960097	0.405643224716	0.430768966675	0.412015318871	0.423205018044	0.3653801875	0.261824	0.62942	0.2743515	0.399468	
9.28125	26.016774	-	-	-	-	0.613399	-	-	-	-	0.411083	-	-	-	-	0.277066	-	-	-	-	
9.5625	25.969194	-	-	-	-	0.613244	-	-	-	-	0.430769	-	-	-	-	0.274662	-	-	-	-	
9.84375	25.850384	-	-	-	-	0.608125	-	-	-	-	0.428168	-	-	-	-	0.271631	-	-	-	-	
10.125	25.759789	-	-	-	-	0.609891	-	-	-	-	0.427747	-	-	-	-	0.274248	-	-	-	-	
10.40625	25.806131	-	-	-	-	0.607069	-	-	-	-	0.42033	-	-	-	-	0.269831	-	-	-	-	
10.6875	25.946986	-	-	-	-	0.599483	-	-	-	-	0.405643	-	-	-	-	0.261824	-	-	-	-	
10.96875	25.953274	-	-	-	-	0.60975	-	-	-	-	0.41544	-	-	-	-	0.62942	-	-	-	-	
11.25	25.919537	-	-	-	-	0.612163	-	-	-	-	0.417622	-	-	-	-	0.399939	-	-	-	-	
11.53125	26.018225	-	-	-	-	0.608111	-	-	-	-	0.412316	-	-	-	-	0.395173	-	-	-	-	
11.8125	25.938426	-	-	-	-	0.606799	-	-	-	-	0.417697	-	-	-	-	0.396769	-	-	-	-	
12.09375	25.849464	-	-	-	-	0.609843	-	-	-	-	0.41148	-	-	-	-	0.396326	-	-	-	-	
12.375	25.821119	-	-	-	-	0.616355	-	-	-	-	0.421312	-	-	-	-	0.403676	-	-	-	-	
12.65625	26.086738	-	-	-	-	0.610306	-	-	-	-	0.412714	-	-	-	-	0.415676	-	-	-	-	
12.9375	25.966992	-	-	-	-	0.615864	-	-	-	-	0.423836	-	-	-	-	0.398055	-	-	-	-	
13.21875	25.83234	-	-	-	-	0.613178	-	-	-	-	0.411915	-	-	-	-	0.39143	-	-	-	-	
13.5	25.947417	-	-	-	-	0.613347	-	-	-	-	0.416183	-	-	-	-	0.390357	-	-	-	-	
15.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
16	15.2098217309	14.9877331257	15.405629158	15.1667222977	15.2828006744	0.388525620103	0.378654003143	0.399505138397	0.384648680687	0.392127513885	0.287536039948	0.272294998169	0.372101783752	0.277864158154	0.287155926228	0.2246198125	0.216501	0.231634	0.22290925	0.22824925	
16.5	15.262468	-	-	-	-	0.399505	-	-	-	-	0.372102	-	-	-	-	0.230298	-	-	-	-	
17.0	15.289578	-	-	-	-	0.387831	-	-	-	-	0.281571	-	-	-	-	0.222892	-	-	-	-	
17.5	15.3311	-	-	-	-	0.390557	-	-	-	-	0.285413	-	-	-	-	0.225751	-	-	-	-	
18.0	15.181066	-	-	-	-	0.392261	-	-	-	-	0.287737	-	-	-	-	0.229427	-	-	-	-	
18.5	14.987733	-	-	-	-	0.384028	-	-	-	-	0.28205	-	-	-	-	0.220808	-	-	-	-	
19.0	15.187464	-	-	-	-	0.395153	-	-	-	-	0.290645	-	-	-	-	0.228711	-	-	-	-	
19.5	15.22219	-	-	-	-	0.390647	-	-	-	-	0.284311	-	-	-	-	0.224675	-	-	-	-	
20.0	15.18799	-	-	-	-	0.385816	-	-	-	-	0.282507	-	-	-	-	0.222961	-	-	-	-	
20.5	15.210027	-	-	-	-	0.38528	-	-	-	-	0.283376	-	-	-	-	0.223402	-	-	-	-	
21.0	15.161941	-	-	-	-	0.394649	-	-	-	-	0.289679	-	-	-	-	0.231634	-	-	-	-	
21.5	15.189881	-	-	-	-	0.385041	-	-	-	-	0.284314	-	-	-	-	0.223284	-	-	-	-	
22.0	15.301093	-	-	-	-	0.383102	-	-	-	-	0.272295	-	-	-	-	0.216501	-	-	-	-	
22.5	15.118761	-	-	-	-	0.391727	-	-	-	-	0.279818	-	-	-	-	0.226864	-	-	-	-	
23.0	15.184903	-	-	-	-	0.384518	-	-	-	-	0.273778	-	-	-	-	0.218952	-	-	-	-	
23.5	15.405629	-	-	-	-	0.387641	-	-	-	-	0.277213	-	-	-	-	0.224369	-	-	-	-	
24.0	15.135323	-	-	-	-	0.378654	-	-	-	-	0.273768	-	-	-	-	0.223388	-	-	-	-	
24.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
25	10.7213301659	10.6306729317	10.923169136	10.6698763371	10.7425190806	0.374040186405	0.285705089569	0.451545953751	0.297306239605	0.44220751524	0.227929070592	0.208493947983	0.248093128204	0.213627755642	0.239800512791	0.1733769375	0.15802	0.180457	0.17154775	0.1762185	
25.78125	10.7504	-	-	-	-	0.294734	-	-	-	-	0.21351	-	-	-	-	0.15802	-	-	-	-	
26.5625	10.814688	-	-	-	-	0.28726	-	-	-	-	0.210887	-	-	-	-	0.169606	-	-	-	-	
27.34375	10.669335	-	-	-	-	0.285705	-	-	-	-	0.208494	-	-	-	-	0.171385	-	-	-	-	
28.125	10.672694	-	-	-	-	0.293714	-	-	-	-	0.214329	-	-	-	-	0.174648	-	-	-	-	
28.90625	10.698215	-	-	-	-	0.451283	-	-	-	-	0.217383	-	-	-	-	0.176665	-	-	-	-	
29.6875	10.706807	-	-	-	-	0.443327	-	-	-	-	0.213343	-	-	-	-	0.177356	-	-	-	-	
30.46875	10.718876	-	-	-	-	0.442389	-	-	-	-	0.213981	-	-	-	-	0.173906	-	-	-	-	
31.25	10.853777	-	-	-	-	0.438332	-	-	-	-	0.240549	-	-	-	-	0.174088	-	-	-	-	
32.03125	10.923169	-	-	-	-	0.451546	-	-	-	-	0.248093	-	-	-	-	0.180457	-	-	-	-	
32.8125	10.669841	-	-	-	-	0.433266	-	-	-	-	0.233157	-	-	-	-	0.171829	-	-	-	-	
33.59375	10.630673	-	-	-	-	0.439894	-	-	-	-	0.237675	-	-	-	-	0.177418	-	-	-	-	
34.375	10.712121	-	-	-	-	0.441663	-	-	-	-	0.240509	-	-	-	-	0.173714	-	-	-	-	
35.15625	10.696247	-	-	-	-	0.342833	-	-	-	-	0.236666	-	-	-	-	0.171454	-	-	-	-	
35.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
35.9375	10.690203	-	-	-	-	0.324312	-	-	-	-	0.237417	-	-	-	-	0.173868	-	-	-	-	
36	6.50333733857	6.25436997414	7.37788796425	6.29012572765	6.6298519969	0.263705357909	0.257531166077	0.268692970276	0.259949982166	0.266519963741	0.218854799867	0.212177991867	0.224967956543	0.216725230217	0.22133564949	0.1444553125	0.140239	0.148649	0.142408	0.14666525	
36.71875	10.669982	-	-	-	-	0.309362	-	-	-	-	0.244028	-	-	-	-	0.174879	-	-	-	-	
37.125	6.261728	-	-	-	-	0.26148	-	-	-	-	0.216537	-	-	-	-	0.140239	-	-	-	-	
37.5	10.664254	-	-	-	-	0.305023	-	-	-	-	0.236844	-	-	-	-	0.174738	-	-	-	-	
38.25	7.377888	-	-	-	-	0.266127	-	-	-	-	0.21731	-	-	-	-	0.145282	-	-	-	-	
39.375	6.36776	-	-	-	-	0.268693	-	-	-	-	0.220044	-	-	-	-	0.148649	-	-	-	-	
40.5	6.717216	-	-	-	-	0.26726	-	-	-	-	0.218983	-	-	-	-	0.145571	-	-	-	-	
41.625	6.290119	-	-	-	-	0.266024	-	-	-	-	0.222671	-	-	-	-	0.147251	-	-	-	-	
42.75	6.361667	-	-	-	-	0.258997	-	-	-	-	0.212178	-	-	-	-	0.142226	-	-	-	-	
43.875	6.327555	-	-	-	-	0.25944	-	-	-	-	0.215795	-	-	-	-	0.140422	-	-	-	-	
45.0	6.290146	-	-	-	-	0.266543	-	-	-	-	0.220765	-	-	-	-	0.144269	-	-	-	-	
46.125	6.349696	-	-	-	-	0.266451	-	-	-	-	0.218883	-	-	-	-	0.143732	-	-	-	-	
47.25	6.323129	-	-	-	-	0.268382	-	-	-	-	0.221715	-	-	-	-	0.14703	-	-	-	-	
48.375	6.25437	-	-	-	-	0.257531	-	-	-	-	0.21729	-	-	-	-	0.142352	-	-	-	-	
49.5	6.303707	-	-	-	-	0.262546	-	-	-	-	0.218869	-	-	-	-	0.144765	-	-	-	-	
50.625	6.318373	-	-	-	-	0.263167	-	-	-	-	0.221526	-	-	-	-	0.14504	-	-	-	-	
51.75	6.282755	-	-	-	-	0.259208	-	-	-	-	0.215648	-	-	-	-	0.142576	-	-	-	-	
52.875	7.161285	-	-	-	-	0.264654	-	-	-	-	0.224968	-	-	-	-	0.14821	-	-	-	-	
54.0	7.066003	-	-	-	-	0.262782	-	-	-	-	0.218495	-	-	-	-	0.143671	-	-	-	-	
