	mean_PythonSR_PythonFilter_OTFtime	min_PythonSR_PythonFilter_OTFtime	max_PythonSR_PythonFilter_OTFtime	firstquartile_PythonSR_PythonFilter_OTFtime	thirdquartile_PythonSR_PythonFilter_OTFtime	mean_PythonSR_SejitsFilter_OTFtime	min_PythonSR_SejitsFilter_OTFtime	max_PythonSR_SejitsFilter_OTFtime	firstquartile_PythonSR_SejitsFilter_OTFtime	thirdquartile_PythonSR_SejitsFilter_OTFtime	mean_SejitsSR_SejitsFilter_OTFtime	min_SejitsSR_SejitsFilter_OTFtime	max_SejitsSR_SejitsFilter_OTFtime	firstquartile_SejitsSR_SejitsFilter_OTFtime	thirdquartile_SejitsSR_SejitsFilter_OTFtime	mean_CombBLAS_OTFtime	min_CombBLAS_OTFtime	max_CombBLAS_OTFtime	firstquartile_CombBLAS_OTFtime	thirdquartile_CombBLAS_OTFtime	
0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
1	-	-	-	-	-	-	-	-	-	-	3.2473795563	3.21181607246	3.29026603699	3.2184599638	3.26355826855	1.938783125	1.90686	1.97177	1.9207075	1.94725	
1.03125	-	-	-	-	-	-	-	-	-	-	3.256478	-	-	-	-	1.94313	-	-	-	-	
1.0625	-	-	-	-	-	-	-	-	-	-	3.263639	-	-	-	-	1.95262	-	-	-	-	
1.09375	-	-	-	-	-	-	-	-	-	-	3.290266	-	-	-	-	1.96944	-	-	-	-	
1.125	-	-	-	-	-	-	-	-	-	-	3.214938	-	-	-	-	1.91184	-	-	-	-	
1.15625	-	-	-	-	-	-	-	-	-	-	3.218004	-	-	-	-	1.91556	-	-	-	-	
1.1875	-	-	-	-	-	-	-	-	-	-	3.251823	-	-	-	-	1.94288	-	-	-	-	
1.21875	-	-	-	-	-	-	-	-	-	-	3.249989	-	-	-	-	1.94218	-	-	-	-	
1.25	-	-	-	-	-	-	-	-	-	-	3.211816	-	-	-	-	1.90692	-	-	-	-	
1.28125	-	-	-	-	-	-	-	-	-	-	3.264408	-	-	-	-	1.94525	-	-	-	-	
1.3125	-	-	-	-	-	-	-	-	-	-	3.255267	-	-	-	-	1.94379	-	-	-	-	
1.34375	-	-	-	-	-	-	-	-	-	-	3.212655	-	-	-	-	1.90686	-	-	-	-	
1.375	-	-	-	-	-	-	-	-	-	-	3.243766	-	-	-	-	1.93615	-	-	-	-	
1.40625	-	-	-	-	-	-	-	-	-	-	3.263316	-	-	-	-	1.9456	-	-	-	-	
1.4375	-	-	-	-	-	-	-	-	-	-	3.290133	-	-	-	-	1.97177	-	-	-	-	
1.46875	-	-	-	-	-	-	-	-	-	-	3.251747	-	-	-	-	1.93874	-	-	-	-	
1.5	-	-	-	-	-	-	-	-	-	-	3.219828	-	-	-	-	1.9478	-	-	-	-	
3.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
4	56.956625998	56.2996480465	58.0025789738	56.5716750622	57.2164122462	1.20964865386	1.19302511215	1.22921609879	1.1990197897	1.21678650379	0.806408777833	0.797553062439	0.816248178482	0.802838981152	0.810074388981	0.7483873125	0.58285	0.782475	0.74600425	0.76854575	
4.125	58.002579	-	-	-	-	1.197596	-	-	-	-	0.802228	-	-	-	-	0.58285	-	-	-	-	
4.25	57.27631	-	-	-	-	1.197394	-	-	-	-	0.807067	-	-	-	-	0.782475	-	-	-	-	
4.375	57.193214	-	-	-	-	1.193025	-	-	-	-	0.805131	-	-	-	-	0.75891	-	-	-	-	
